"subject","course_code","course_name","description","credits"
"EDF - Education: Foundations and Policy Studies","EDF 7265","Psychology of Oral and Written Language Development","The course focuses on theoretical and empirical perspectives of monolingual and bilingual language and literacy development. A foundational understanding of language and literacy allows a student the ability to critically analyze practical implications. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7357","Applications of Developmental Theories","Doctoral course fulfilling the psych. Foundation requirement in the college of education. It reviews theories of development having implications for curriculum,learning, and other educ./mental health practices. Offered via distance learning periodically Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7359","Resilience in Human Development","This course explores developmental, neuro-psychological, socio-emotional, and cultural perspectives on resiliency in various areas of development (e. g., academic achievement, mental and physical health) from infancy to late adulthood. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7408","Statistical Analysis for Educational Research II","Theory and application of statistical procedures to problems in education: (1) ANOVA-factorial; ANCOVA; (2) multiple correlation and regression – a specific technique and a general approach to data analysis. Coordinated use of computer included. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","4"
"EDF - Education: Foundations and Policy Studies","EDF 7410","Design of Systematic Studies in Education","Theory and application of major design models to systematic inquiry, from experimental to naturalistic models. Nature and role of sampling in systematic studies. Prerequisite(s):, Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7412","Application of Structural Equation Modeling in Education","Application of structural equation modeling in educational research, including path models, confirmatory factor analysis, structural modeling with latent variables, and latent growth curve models. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7426","Action Research in Schools","Introduction to action research, a form of self-reflective systematic inquiry by practitioners on their own practice. The major assignment for the course will be the completion of an action research project. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7436","Rasch Measurement Models","Introduction to a family of Rasch models. Estimation procedures of item and ability parameters. Applications of Rasch models for dichotomous and polytomous data, such as item construction/selection and differential item functioning (DIF). Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7437","Advanced Educational Measurement I","Logical, empirical, and statistical models of measurement processes. Examination of issues relative to scaling with a focus on reliability of measurement. Critique of available instruments for measurement in psychology and education. Examination of issues relative to scaling with a focus on reliability of measurement. Critique of available instruments for measurement in psychology and education. Prerequisite(s):, Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","3"
"EDF - Education: Foundations and Policy Studies","EDF 7438","Advanced Educational Measurement II","Scaling techniques in educational and psychological measurement. Item analytic theories and practices. Validation theory, and construction and validation of instruments for measurements in education. Prerequisite(s):Corequisite(s):None Co-Prerequisite(s):None USF College of Education | Department of Educational and Psychological Studies","4"
