course_code,course_name,credits,description
SW 4900,Field Education II,6.0,"PREREQUISITES Successful completion of Practicum I DESCRIPTION A continuation of Practicum I (SW 4930) with greater emphasis on demonstration of assessment, planning, implementation, evaluation, and research skills. Integration and application of knowledge and ethics on the development of skills required for social work practice. This course may include a Signature Experience component."
SW 4950,Selected Topics in Social Work,3.0,DESCRIPTION This course will offer knowledge and skills on variable topics that impact social work practice. May be repeated up to six hours if topic varies.
SW 4960,Seminar on Social Work Issues and Problems,1.0,"An examination of problems, current issues, or areas of special interest related to the social work profession. 1.294"
SW 4990,Directed Individual Study,1.0,"This course allows the student to extend his/her knowledge in a particular area through an independent study. A social work faculty member must agree to supervise this study, and it must be approved by the departmental chair. This course may include a Signature Experience component. 1.295"
SOCI 1101,Introduction to Sociology,3.0,"DESCRIPTION A survey of the discipline of sociology. Topics will include sociological theory, methods, and selected substantive areas."
SOCI 1160,Introduction to Social Problems,3.0,DESCRIPTION A theoretical and empirical analysis of selected major social problems confronting American society.
SOCI 2293,Introduction to Marriage and Family,3.0,"DESCRIPTION An introduction to the structure, processes, problems, and adjustments of contemporary marriage and family life."
SOCI 3010,Social Statistics,3.0,"PREREQUISITES MATH 1070, MATH 1001, MATH 1101, MATH 1111, MATH 1113 or"
MATH 1220,"with grade C or higher DESCRIPTION Concepts and techniques for quantitative data analysis: including measurement, hypotheses testing, computer applications with SPSS, and bivariate and multivariate analytic techniques.",,
SOCI 3020,Social Research Methods-CTW,3.0,"PREREQUISITES SOCI 3010 with grade of C or higher DESCRIPTION Advanced studies in techniques of quantitative and qualitative research design, data collection, management, analysis, and presentation. Serves as one of the two Critical Thinking Through Writing (CTW) courses required of all sociology majors."
SOCI 3030,Sociological Theory,3.0,"PREREQUISITES SOCI 1101 with grade of C or higher, or equivalent DESCRIPTION Major theoretical orientations used in sociology from the 1800s to the present."
SOCI 3040,Cognition and Society,3.0,"DESCRIPTION Perceiving, focusing, classifying, timing, symbolizing, and remembering in a societal context. How thinking can vary cross-nationally and historically. The social construction of racial, ethnic, gender, sexual, and temporal boundaries; social connection between collective memories and national and group identities; and social foundations of knowledge and myth. Global Scholars course."
SOCI 3101,Families and Society,3.0,"DESCRIPTION Advanced concepts and processes of family sociology with application to sexuality, partner selection, transition to parenthood, parenting and children, housework and paid work, conflict and violence, divorce and remarriage, grandparenting, care giving, and alterantive families. (Same as WGSS 3120.)."
