"code","level","title","credits","description"
"LAW 693","","Disaster Law",3.0,"Students will learn to analyze the human contributions to ""natural disasters"" and to develop tools for legislating in the face of uncertainty, designing fair compensation and insurance schemes, and rebuilding communities devastated by disasters."
"HLTH 422","","Disaster Response & Emer Prep",3.0,"Key elements of public health preparedness and response to the variety of natural, technological, and man-made disasters occurring routinely on a global basis."
"MBA536","Yes","Discipleship in Global Mgmt",2.0,"Deepening the understanding of our Savior and restored gospel while maintaining our discipleship by expanding knowledge and preparing to manage careers in a global environment."
"ELING 362","No","Discourse Analysis",3.0,"Linguistic analysis of connected speech or written discourse, especially larger linguistic units above the clause level, such as conversational exchanges or written texts."
"ELANG 623","","Discourse Analysis",3.0,"Mental and social processes involved in communicating through language; how we construct and interpret meaning through various contexts."
"ANTHR 110","No","Discovering Archaeology",3.0,"Studying past human behaviors and cultures by applying scientific principles and reasoning; exploring case studies concerning archaeological discoveries."
"ME EN 251","No","Dis Field Material Sci",0.5,"New: Interdisciplinary interactions within the materials science discipline. Mapping the path through a materials science minor. Exposure to facilities and experiential learning opportunities on campus. Preparation for post-baccalaureate employment or education in materials science."
"CMLIT 120R","No","Discovering the World",3.0,"General introduction to the practice of attentive reading and literary analysis, with a focus on literary texts and traditions outside the Anglophone United States. The course is centered on a different ""big question"" or theme each semester."
"C S 236","No","Discrete Structure",3.0,"Introduction to grammars and parsing; predicate and propositional logic; proof techniques; sets, functions, relations, relational data model; graphs and graph algorithms. "
"CELL 320","","Dissection Tech Human Anatomy",1.0,"Techniques of human cadaver dissection."
"EDLF 799R","","Dissertation",18.0,""
"EIME 799R","","Dissertation",18.0,"Successfully complete and defend a dissertation."
"CPSE 751","Yes","DEI & Belonging in Counseling",3.0,"Diversity, equity, inclusion and belonging competency training on issues of race, ethnicity, gender, sexual orientation, age, socioeconomic status, disability, and religion. Knowledge, skills, and awareness applied to counseling."
"TMA 326R","No","Divine Comedy",3.0,"Participation as performers, writers, directors, or crew members of a sketch comedy group. "
"SWELL 121","No","Diving, Springboard",0.5,"Beginning diving. Springboard approach and take-off (inward, reverse, backs, forward), somersaults (inward, reverse, back, forward), twists (forward, back)."
"CELL 799R","","Dissertation",18.0,""
"BIO 799R","","Dissertation",9.0,""
"TMA 799R","","Dissertation",18.0,""
"MFHD 799R","","Dissertation",9.0,""
"CPSE 799R","","Doctoral Dissertat",9.0,"Formal report and defense of substantive research topic designed to make an original contribution to knowledge in the field."
"CE 799R","","Dissertation",9.0,""
"CH EN 799R","","Dissertation",9.0,""
"NEURO 799R","","Doctoral Dissertation",18.0,""
"HIST 799R","","Dissertation",18.0,""
"EC EN 799R","","Dissertation",9.0,""
"PWS 799R","","Doctoral Dissertation",9.0,""
"C S 799R","Yes","Doctoral Dissertation",18.0,""
"MFT 799R","","Dissertation",9.0,""
"SOC 799R","","Dissertation",9.0,""
"PSYCH 799R","","Dissertation",9.0,"Concluding research for doctoral program, culminating in final oral examination."
"MMBIO 799R","","Dissertation",9.0,""
"MATH 799R","Yes","Doctoral Dissertation",9.0,""
"IP&T 799R","","Dissertation",9.0,"Formal report and defense of a substantive research topic designed to make an original contribution to knowledge in the field."
"EXSC 799R","","Doctoral Dissertation",18.0,"Students demonstrate significant oral and written communication skills and research competencies through conceiving, proposing, and defending a dissertation."
"EDLF 788R","","Doctoral Internship",6.0,"Practical experience in the state office, local school districts, higher education settings, or other agencies."
"EDLF 790R","","Doctoral Practicum",3.0,"Designing and implementing on-site research."
"EDLF 791R","","Doctoral Seminar",6.0,"This seminar introduces students to doctoral studies in general, enculturates them in the EdD program, and provides ongoing support for their doctoral research studies."
"C S 796R","Yes","Doctoral Seminar",0.5,"Weekly graduate seminar.  Includes speakers,  panels and workshops.  Topics include recent research results, current research trends and discussion of research careers.  Students will be periodically invited to present their recent results.\n\n"
"EXSC 751","","Sem: Prof Writing",1.0,"This class is designed to teach PhD students the essentials of writing good biomedical manuscripts for publication in appropriate scientific journals."
"EXSC 753","","Sem: Research & Grants",1.0,"This class is designed to teach PhD students how to develop a research grant proposal focusing on appropriate structure and scientific content."
"REL E 650","Yes","Doct Contributns of Restoratn",2.0,"Doctrinal contributions of the Restoration from Joseph Smith to the present prophets, seers, and revelators; Latter-day Saint theology and practice."
