"subject","level","course_code","course_name","description","credits"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3332","Microcontroller Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3311 , and ECE 3362 or ECE 3363 . For majors only or departmental consent. A laboratory course to develop design and debugging skills with microcontroller systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3333","RF Communications Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3312 , and ECE 3323 . For majors only or departmental consent. A laboratory course to develop design and debugging skills with analog high-frequency communication systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3334","Digital Communications Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3303 , ECE 3308 , ECE 3311 , ECE 3325 or ECE 4325 , and ECE 3362 or ECE 3363 . For majors only or departmental consent. A laboratory course to develop design and debugging skills with digital communication systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3335","Power Systems Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3303 , ECE 3311 , and ECE 3341 . For majors only or departmental consent. A laboratory course to develop design, debugging, and modeling skills with power systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3336","Software Development Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 and CS 3365 . For majors only or departmental consent. A laboratory course to develop design, debugging, and modeling skills with software systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3337","Electromagnetics Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3306 , and ECE 3342 (may be taken concurrently). For majors only or departmental consent. A laboratory course to develop design, debugging, and modeling skills with electromagnetic systems and devices.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3338","Computer Networks Project Lab","Prerequisites: 2.5 TTU GPA; C or better in ECE 3331 , ECE 3325 or ECE 4325 . For majors only or departmental consent. A laboratory course to develop design, modeling, and troubleshooting skills with computer networked systems.   (CL)","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3341","Electromagnetic Fields I","Prerequisites: 2.5 TTU GPA; C or better in ECE 3303 ; PHYS 2401 , MATH 2450 , and MATH 3350 . For majors only or departmental consent. Vector calculus, Electrostatics, Faraday’s law of induction, and Maxwell’s equations.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3342","Electromagnetic Fields II","Prerequisites: 2.5 TTU GPA; C or better in ECE 3341 and MATH 3351 or ECE 3309 . For majors only or departmental consent. Waves in unbounded lossless media. Waves in unbounded lossy media. Waves interacting with planar boundaries. Waveguides and transmission lines. Special topics in electromagnetics.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3353","Control System Analysis and Design","Prerequisites: 2.5 TTU GPA; C or better in ECE 3306 . For majors only or departmental consent. An introduction to the analysis and design of automatic control systems. Control system concepts. Controller design and digital control.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3362","Microcontrollers with Assembly","Prerequisite: 2.5 TTU GPA; C or better in ECE 1305 or ECE 2305 or CS 1412 and ECE 2372 (may be taken concurrently). For majors only or departmental consent. Advanced digital systems design. Assembly language programming, interfacing, and applications of microcontrollers.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 3363","Microcontrollers with C","Prerequisites: EE majors only; 2.5 TTU GPA; C or better in ECE 1305 or ECE 2305 or CS 1412 and ECE 2372 (may be taken concurrently). Advanced digital systems design. C language programming, interfacing, and applications of microcontrollers.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4120","ECE Seminar","Readings and discussion of the electrical and computer engineering professions, history, ethics, career paths, and research opportunities.","1 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4132","Special Topics in Electrical Engineering","Prerequisite: Minimum 2.5 TTU GPA, majors only or departmental consent. Elaboration on a special topic of current interest in electrical engineering. May be repeated for credit.","1 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4232","Special Topics in Electrical Engineering","Prerequisite: Minimum of 2.5 TTU GPA, majors only or departmental consent. Elaboration on a special topic of current interest in electrical engineering. May be repeated for credit.","2 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4310","Introduction to VLSI Design","Prerequisite: 2.5 TTU GPA; C or better in ECE 3311 . For majors only or departmental consent. A basic introduction to very large-scale integrated design of circuits and devices. Geometrical patterns of semiconductor devices on a chip, MOS circuits, masking and patterning, and automation tools.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4314","Solid State Devices","Prerequisites: 2.5 TTU GPA; C or better in ECE 3311 , ECE 3341 , and CHEM 1307 . For majors only or departmental consent. Principles and properties of semiconductor devices and optical devices. Thyristors and other switches. Integrated circuit devices. Device modeling.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4316","Power Electronics","Prerequisites: 2.5 TTU GPA; C or better in ECE 3311 and ECE 3353 . For majors only or departmental consent. Switch-mode power conversion, power supplies, inverters, motor drives, power semiconductor devices, and magnetics. System analysis, design, and modeling.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4321","Applications of Analog Integrated Circuits","Prerequisites: 2.5 TTU GPA; C or better in ECE 3312 , ECE 3323 , ECE 3353 . For majors only or departmental consent. Principles involved in designing analog integrated circuits. Device physics, small-signal and large-signal models. Biasing and basic circuit building blocks. Applications.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4323","Modern Communication Circuits","Prerequisites: 2.5 TTU GPA; C or better in ECE 3312 and ECE 3323 . For majors only or departmental consent. Analysis and design techniques for modern communication circuits.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4325","Telecommunication Networks","Prerequisites: 2.5 TTU GPA; C or better in ECE 3304 or ECE 3323 . For majors only or departmental consent. Networking and standards. Data and voice network architectures, cellular, satellite and telephone networks. Protocols. Network modeling and optimization. Queuing theory.","3 Semester Credit Hours"
"ECE - Electrical and Computer Engineering ","Undergraduate Courses","ECE 4331","Individual Studies in Electrical Engineering","Prerequisite: 2.5 TTU GPA, instructor consent. For majors only or departmental consent. For majors only or departmental consent. Individual study involving a rigorous theoretical investigation of some aspect of an electrical engineering problem of current interest. Formal written and oral reports are required. May not be repeated for credit.","3 Semester Credit Hours"
