"department","description","course_code","course_name","credits"
"Languages, Literatures, and Cultures","Overview of Vietnamese culture, language and history. Focuses on Vietnamese cultural norms, attitudes, values and culture through an examination of history, religious practices, language, literature, family structures, cuisine, daily life and the arts. (N) Grading Scheme:Letter Grade","VTT 3500","Vietnamese Culture","3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","WOL 1130","Beginning Wolof 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","WOL 1131","Beginning Wolof 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","WOL 2200","Intermediate Wolof 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of intermediate study. Grading Scheme:Letter Grade","WOL 2201","Intermediate Wolof 2","3 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","WOL 3410","Advanced Wolof 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","WOL 3411","Advanced Wolof 2","3 Credits"
"Languages, Literatures, and Cultures","The role of language in the development of African societies. Language and nation building. Grading Scheme:Letter Grade","SSA 3730","Language in African Society","3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","YOR 1130","Beginning Yoruba 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","YOR 1131","Beginning Yoruba 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","YOR 2200","Intermediate Yoruba 1","3 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","YOR 2201","Intermediate Yoruba 2","3 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","YOR 3410","Advanced Yoruba 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","YOR 3411","Advanced Yoruba 2","3 Credits"
"Languages, Literatures, and Cultures","For those who seek independent work not offered in another course. Grading Scheme:Letter Grade","YOR 4905","Individual Study","1-5 Credits"
"Languages, Literatures, and Cultures","Introduction to the scope and importance of Yoruban culture in the New World and its role and significance in the resilience of African cultures in North America, South America and the Caribbean. (WR) Grading Scheme:Letter Grade","YOT 3500","Yoruba Diaspora in the New World","3 Credits"
"Languages, Literatures, and Cultures","Reading skills and the analysis of literature in the original language. Grading Scheme:Letter Grade","YRW 4130","Readings in Yoruba Literature","3 Credits"
"Latin American Studies, Center for","Explores the historical development of the idea of human rights with a focus on Latin America using an interdisciplinary approach grounded in the humanities and social sciences. Students develop their own ethnographic research using qualitative and interpretive methods to gather evidence and reach reasoned conclusions. Grading Scheme:Letter Grade","LAS 1141","Human Rights in Latin America","3 Credits"
"Latin American Studies, Center for","Interdisciplinary introduction to the study of Latin American societies and cultures. Provides general knowledge of Latin America and its people, preparing students for future coursework in Latin American studies. (N) Grading Scheme:Letter Grade","LAS 2001","Introduction to Latin American Studies","3 Credits"
"Latin American Studies, Center for","Examines the historical, comparative, and current dynamics of two global commodities—illicit drugs and licit petroleum. Considers how the presumably separate spheres of legal and illegal commodity exchange have become intertwined and covers the linkages between the Drug War, petroleum extractivism, and United States—Latin America relations. Grading Scheme:Letter Grade","LAS 3040","Drug Wars and Oil Fortunes in Latin America","3 Credits"
"Latin American Studies, Center for","Variable topics in Latin American studies. Grading Scheme:Letter Grade","LAS 3930","Special Topics in Latin American Studies","3 Credits"
"Latin American Studies, Center for","Qualified students choose a topic in Latin American studies that cuts across disciplines. Students work under the supervision of a faculty member affiliated to the Center for Latin American Studies. Grading Scheme:Letter Grade","LAS 4905","Individual Work","1-3 Credits"
"Latin American Studies, Center for","Course provides firsthand, supervised research in Latin American Studies. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Latin American Studies. Grading Scheme:Letter Grade","LAS 4911","Undergraduate Research in Latin American Studies","0-3 Credits"
"Latin American Studies, Center for","Multidisciplinary variable topics seminar. Required of all candidates for the undergraduate certificate and minor in Latin American studies. (WR) Grading Scheme:Letter Grade","LAS 4935","Latin American Area Seminar","3 Credits"
"Latin American Studies, Center for","Examines the political behavior of Hispanic Americans in the United States. Students discuss political and public policy issues that impact Hispanic/Latino communities, such as affirmative action, the Chicano movement, English-only movements, immigration, the presidency, racial profiling and urban politics. Grading Scheme:Letter Grade","POS 4074","Latino Politics and Policy","3 Credits"
"Latin | Classics","The second part of the sequence for those with little or no background in Latin. Grading Scheme:Letter Grade","LAT 1101","Beginning Latin 2","3 Credits"
"Latin | Classics","The third part of the sequence for students with little background in high-school Latin. Grading Scheme:Letter Grade","LAT 1104","Beginning Latin 3","3 Credits"
"Latin | Classics","The first of a 3-semester sequence for students with little or no background in Latin. Others enrolling in the course will be required to take it for an S/U grade. Grading Scheme:Letter Grade","LAT 1120","Beginning Latin 1","4 Credits"
"Latin | Classics","This course and its sequel, LAT 1131, constitute the basic sequence for development of overall skill in the language. Students are expected students to have little or no background in Latin. Others enrolling in the course will be required to take it for an S/U grade. Grading Scheme:Letter Grade","LAT 1130","Accelerated Beginning Latin 1","5 Credits"
"Latin | Classics","Continuation of the basic sequence for development of overall skill in the language. Grading Scheme:Letter Grade","LAT 1131","Accelerated Beginning Latin 2","5 Credits"
"Latin | Classics","In this course, students will be assigned readings representative of a broad range of literary genres and cultures. These readings will cover a variety of literary movements and historical eras. The readings will include selections from the Western canon. Written analysis of literary works may be required. Students will be provided with opportunities to practice critical interpretation. Grading Scheme:Letter Grade","LIT 2000","Introduction to Literature","3 Credits"
