"course_code","course_name","course_level","course_hours","course_description"
"ECON 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"ECON 797","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"ECON 930","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional fields or content area (e.g., education, community health, geology). These tuition-waived continuing education courses are graded on a pass/fail grading scale and do not apply as graduate credit toward a degree program."
"EDLS 601","Dynamics of Educational Organizations","Graduate","3 Hours","A foundation course which introduces students to school cultures, systems theory, hierarchy of school organizations, impact of global issues and forces, strategic planning, and the expanding role of technology as a learning and management tool."
"EDLS 602","Human Resources Dynamics","Graduate","3 Hours","An overview of personnel functions with a focus on recruitment, selection, orientation, evaluation, and development; interpersonal skills; motivational theories; and the utilization of technology in the personnel process."
"EDLS 603","Principles of Educational Leadership","Graduate","3 Hours","An exploration of the role of leadership in modern education. Topics and simulations include group processes, verbal and non-verbal communication, leadership styles, team building, interpersonal relations, conflict management, and ethical practices."
"EDLS 610","School Business Administration","Graduate","3 Hours","Efficient and effective operational procedures at the school and district level relating to the fiscal, spatial, physical conditions, safety and security, and information management systems are explored, including the use of technology."
"EDLS 611","Principles of Supervision","Graduate","3 Hours","Students develop instructional leadership skills in working with teachers to understand and improve classroom instruction. Topics include: developing a learning culture, supervisory theories and models, and integration of technology and best instructional practices."
"EDLS 612","School: Policies, Politics and Laws","Graduate","3 Hours","An overview of statutes, common law and court decisions. Topics include the politics of education, due process, policy development, the role of federal, state, and local government in public education, and the issues of diversity and equity in a school setting."
"EDLS 613","Research-Evaluation-Assessment","Graduate","3 Hours","PR: Consent. Research, evaluation, and assessment procedures related to administrative decision making and problem solving to increase the general effectiveness of educational institutions."
"EDLS 614","Community and Media Relations","Graduate","3 Hours","This course will explore community attitudes, cultures, and communication strategies. It will provide students with resources to understand, evaluate and improve internal and external school-community relations."
"EDLS 620","Site-Based Leadership","Graduate","3 Hours","PR: Consent. An overview course that focuses on the principal's active role of applying theory to practice with a special emphasis on emerging trends and issues, goal setting, testing, curricular alignment with goals, facilities management, and the change process."
"EDLS 625","Topics in Supervision","Graduate","3 Hours","Special knowledge and skills for supervisors K-12 including media, computers, reading, multicultural education, testing, and special education."
"EDLS 691","Advanced Topics","Graduate","1-6 Hours","Investigation of advanced topics not covered in regularly scheduled courses."
