course_code,title,credits,description
CPT_S 426,"Hardware, Hardware Security, and Hardware Reverse Engineering",3,"Course Prerequisite: CPT S 327 with a C or better; admitted to a major or minor in EECS or Data Analytics. Hardware hacking and reverse engineering approaches routinely used against electronic devices and embedded systems; introduction to the basic procedures necessary to perform reverse engineering of hardware components to determine their functionality, inputs, outputs, and stored data."
CPT_S 427,Cyber Security of Wireless and Distributed Systems,3,"Course Prerequisite: CPT S 327 with a C or better; admitted to a major or minor in EECS or Data Analytics. Cellular and wireless system security, incidence response cycles, fault tolerance, and distributed computer security."
CPT_S 428,Software Security and Reverse Engineering,3,"Course Prerequisite: CPT S 327 with a C or better; admitted to a major or minor in EECS or Data Analytics. Key aspects of cyber security with an emphasis on software and systems security focusing on concepts, principles, methodologies, and techniques for measuring and defending the various security properties of both operating systems and application software. Credit not granted for both CPT S 428 and CPT S 528. Offered at 400 and 500 level."
CPT_S 429,Virtualization and Offensive Cyber Operations,3,Course Prerequisite: CPT S 327 with a C or better; admitted to a major or minor in EECS or Data Analytics. Virtualization and offensive cyber operations including the building of multiple software systems that operate as independent systems running on multiple native hardware items and conducting campaigns aimed at compromising computational capacities of an adversary.
CPT_S 430,Numerical Analysis,3,"Course Prerequisite: MATH 315 with a C or better; one of CPT S 121, 131, or MATH 300, with a C or better. Fundamentals of numerical computation; finding zeroes of functions, approximation and interpolation; numerical integration (quadrature); numerical solution of ordinary differential equations. Required preparation must include differential equations and a programming course. (Crosslisted course offered as MATH 448, MATH 548, CPT S 430, CPT S 530.) Credit not granted for more than one of MATH 448/548 or CPT S 430/530. Offered at 400 and 500 level."
CPT_S 431,Security Analytics and DevSecOps,3,"Course Prerequisite: CPT S 327 with a C or better; admitted to a major or minor in EECS or Data Analytics. Security analytics at an enterprise deployment scale using social, data, graph avenues of evaluation, and topics of supply chain cybersecurity, risk management frameworks, and security of developer operation pipelines."
CPT_S 432,[CAPS] [M] Cybersecurity Capstone Project,3,"Course Prerequisite: CPT S 327; CPT S 427; CPT S 428; CPT S 455, each with a C or better; admitted to the major in Cybersecurity; senior standing. Group design project for large-scale cybersecurity development incorporating analysis, application ability, industrial skills, and adherence to cybersecurity standards."
CPT_S 434,Neural Network Design and Application,3,"Course Prerequisite: CPT S 121, 131, or E E 221, with a C or better; STAT 360 with a C or better; admitted to a major or minor in EECS or Data Analytics, or major in Neuroscience. Hands-on experience with neural network modeling of nonlinear phenomena; application to classification, forecasting, identification and control. Credit not granted for both CPT S 434 and CPT S 534. Offered at 400 and 500 level."
CPT_S 437,Introduction to Machine Learning,3,"Course Prerequisite: CPT S 215, 223, or 233, with a C or better; admitted to a major or minor in EECS or Data Analytics. Topics in machine learning including linear models for regression and classification, generative models, support vector machines and kernel methods, neural networks and deep learning, decision trees, unsupervised learning, and dimension reduction. Recommended preparation: E E 221; linear algebra; multivariate calculus; probability and statistics."
CPT_S 438,Scientific Visualization,3,"Course Prerequisite: CPT S 223 or 233, with a C or better; CPT S 224 with a C or better; MATH 172 or 182, with a C or better; admitted to a major or minor in EECS or Data Analytics. Data taxonomy, sampling, plotting, using and extending a visualization package, designing visualization and domain-specific techniques."
CPT_S 439,Cybersecurity of Critical Infrastructure Systems,3,"Course Prerequisite: CPT S 327 and admitted major or minor in CPT S, Software Engr, Cybersecurity, or Data Analytics; OR E E 234 and 361 and admitted major or minor in E E; OR CPT S 327 and E E 234 and admitted major or minor in Cpt Engr. Security topics as they relate to critical infrastructure systems vital to any nation including industrial control systems, cyber physical systems, SCADA, DCS, IoT, IIoT, and the knowledge to secure such systems. (Crosslisted course offered as E E 439, CPT S 439.)"
CPT_S 440,Artificial Intelligence,3,"Course Prerequisite: CPT S 223 or 233, with a C or better; admitted to a major or minor in EECS or Data Analytics, or major in Neuroscience. An introduction to the field of artificial intelligence including heuristic search, knowledge representation, deduction, uncertainty reasoning, learning, and symbolic programming languages. Credit not granted for both CPT S 440 and CPT S 540. Offered at 400 and 500 level."
