"department","code","title","description","credits"
"COSC - Construction Science (COSC)","COSC 284","Introduction to Applied Workplace Ethics, Etiquette and Communications","Credit 1. 
1 Lecture Hour.Professional ethics, etiquette and communication for employment preparation with a construction or construction related company; various case studies emphasizing personal accountability, integrity and codes of conduct; etiquette and communication of all forms will be presented, applied and discussed in reflective writing assignments in order to prepare to meet the professional expectations of employers upon graduation.Prerequisite:COSL majors.","Credit 1. 
1 Lecture Hour."
"COSC - Construction Science (COSC)","COSC 285","Directed Studies","Credits 1 to 3. 


1 to 3 Other Hours.Special project in construction science. Project must be approved by the department.Prerequisite:Approval of department head.","Credits 1 to 3. 


1 to 3 Other Hours."
"COSC - Construction Science (COSC)","COSC 291","Research","Credits 1 to 4. 


1 to 4 Other Hours.Research conducted under the direction of faculty member in construction science. May be repeated 2 times for credit.Prerequisites:Freshman or sophomore classification; approval of instructor.","Credits 1 to 4. 


1 to 4 Other Hours."
"COSC - Construction Science (COSC)","COSC 301","Construction Surveying","Credits 2. 
1 Lecture Hour. 
3 Lab Hours.Practical applications of surveying to the practice of construction project management; distance, grade and angular measurement; surveying equipment and its application to construction layout and control; surveying documentation and field work; introduction to other three dimensional measurement and positioning systems.Prerequisite:Admission to upper level in Construction Science.","Credits 2. 
1 Lecture Hour. 
3 Lab Hours."
"COSC - Construction Science (COSC)","COSC 303","High Performance Residential Building","Credits 3. 
3 Lecture Hours.Exploration into the concepts of homebuilding operations using green building methods, tools to reach consumers, organizational and operational theories and market driven green building solutions; alignment with ICC 700 National Green Building Standard; operations of publicly traded and private production homebuilders and best practices; application for the professional designation of Certified Green Professional (CGP) given by the National Association of Home Builders (NAHB) upon completion.Prerequisite:Admission to upper level  in Construction Science.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 310","Design and Construction Leadership Education I","Credit 1. 
1 Lecture Hour.Promotion of personal leadership skills utilized within the design and construction professions; primary understanding and developing management skills with specific attention to developing personal attributes and skills necessary for achieving organizational goals.Prerequisite:CARC majors only pursuing the minor in leadership in the design & construction professions; junior or senior classification.","Credit 1. 
1 Lecture Hour."
"COSC - Construction Science (COSC)","COSC 314","Immersion in Facilities Management","Credits 3. 
3 Lecture Hours.In-depth exploration of tasks required for acquisition, operation, maintenance, and disposition of the built environment; includes commercial, healthcare, education, performance, athletic and high-rise residential buildings; site visits to relevant facilities.Prerequisites:Grade of C or betterCOSC 214; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 321","Structural Systems I","Credits 3. 
3 Lecture Hours.Introduction to the physical principles that govern classical statics and strengths of materials through the design of architectural structures.Prerequisite:Admission to upper level in Construction Science.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 322","Construction Discourse Leadership","Credits 3. 
3 Lecture Hours.Practicum on leadership skills; leading and managing difficult discussions in a professional setting; mentorship of new students; presentation of difficult discussion topics, demonstration of constructive critique methods.Prerequisite:Grade of C or better inCOSC 222.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 325","Mechanical, Electrical and Plumbing Systems in Construction I","Credits 3. 
3 Lecture Hours.Design, operation, materials and installation methods of mechanical, electrical and plumbing systems in construction.Prerequisite:Admission to upper level in construction science or minor in facility management.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 326","Mechanical, Electrical and Plumbing Systems in Construction II","Credits 3. 
3 Lecture Hours.In depth coverage of mechanical, electrical and plumbing (MEP) system operations, materials and installation methods; development of MEP drawings, specifications and contract documents as used in MEP specialty contracting industry.Prerequisite:COSC 325.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 333","Project Management for Facility Managers","Credits 3. 
3 Lecture Hours.Overview of project management for facility managers covering concepts and components of project management and their interrelationships in construction practice.Prerequisite:Minor in facility management; junior or senior classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 335","Life Cycle Assessment in Building Construction","Credits 3. 
3 Lecture Hours.Life Cycle Assessment from a coupled energy-carbon-water (ECW) nexus perspective; key LCA concepts; the LCA process; LCA standards; application of LCA approaches and software to assess the energy, greenhouse gas (GHG) emissions, water, and other environmental impacts of building construction industry at the material and whole building levels; study and analysis of factors relating to material and assembly choices, site logistics, on-site and off-site construction and/or fabrication processes, additive construction (large-scale 3D printing), and construction and demolition waste to reduce the energy use, GHG emissions, and water use; analysis and comparison of LCA results of process-based and macro-economic model-based Life Cycle Inventory (LCI).Prerequisites:Junior or senior classification.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 340","Building Codes and Construction","Credits 3. 
3 Lecture Hours.Exploration of the complex interrelationship of building codes and their influence on construction projects; emphasis on building code organization, construction types, and occupancy classifications; examines the role and responsibilities of the construction professional, the permitting process, and the inspection process.Prerequisites:Admission to upper level in Construction Science.","Credits 3. 
3 Lecture Hours."
"COSC - Construction Science (COSC)","COSC 353","Construction Project Management","Credits 3. 
3 Lecture Hours.An introduction to construction project management covering concepts of project selection, estimating bidding, scheduling, subcontracting practices, cost controls, project documentation, construction bonds, insurance, payments and the elements of close out; development of professional communication skills through prepared multi-media presentations.Prerequisite:Admission to upper level in Construction Science.","Credits 3. 
3 Lecture Hours."
