"subject","course_code","course_name","description","credits"
"Aviation","AVIA 3","Introduction to Private Pilot Part 141 Flight","2 This course covers the FAA requirements leading up to the award of the FAA Private Pilot Certificate. The course consists of flight training segments in an FAA-approved FAR part 141 flight training program.      Prerequisite(s):AVIA 2  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","2"
"Aviation","AVIA 31","Aircraft Theory and Design","3 Aerodynamics and aeroelastics force. Load analysis of flight vehicles. Aircraft design optimization, material selection along with, safe-life, fail-safe and damage tolerance in design.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):AVIA 2 , PHYS 2A , or MATH 71 .  Pre/Corequisite(s):PHYS 2B .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 42","Aircraft Systems","3 Operational and analytical aspects of key aircraft systems such as propulsion, flight control, electrical, and hydraulic. Reliability and maintainability concepts related to the design of aircraft systems. Emphasis is placed on general aviation aircraft.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):AVIA 1 or AVIA 2 , PHYS 2A .  Pre/Corequisite(s):PHYS 2B  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 43","Propulsion Theory","3 Propulsion theory of piston engines. Aircraft fuel systems and components. Fundamental systems, maintainability, and reliability methods. Aviation regulations related to engines. Maintenance cycles for engines and components.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):AVIA 1 or AVIA 2 , PHYS 2A .  Pre/Corequisite(s):PHYS 2B .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 50","Aviation Weather","3 Introduction to meteorology with emphasis on aviation applications. Causes of weather, characteristics of common weather phenomena, and climatology. Aviation weather resources and reporting, and weather briefings in relation to visual and instrument meteorological conditions for flying.      Prerequisite(s):AVIA 1  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 62","Instrument Pilot Ground","3 Flight procedures, radio navigation, air traffic control, use of instrument charts. Flight simulator exercises on instrument flight maneuvers, departure and approach procedures.      Prerequisite(s):AVIA 2 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 63","Instrument Rating Part 141 Flight","2 This course covers the FAA requirements leading up to the award of the FAA Instrument Rating Certificate. The course consists of 29 instrument flight training segments in an FAA approved FAR part 141 instrument flight training program.      Prerequisite(s):AVIA 3 or FAA Private Pilot Certificate, AVIA 73  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","2"
"Aviation","AVIA 68","Avionics and Airborne Communication","3 Communications and navigation systems installed on a typical general aviation aircraft. History of avionics. Laboratory exercises will include field-testing and airworthiness evaluation.   Misc/Lab: Lecture 2 hours/lab 3 hours.    Pre/Corequisite(s):AVIA 42 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 73","Air Traffic Control","3 Air Traffic Control System Structure and Communications. Current configuration and future design of the National Airspace System. Oceanic and International Air Traffic Control. Automation issues and Emerging Technologies.      Prerequisite(s):AVIA 1 or AVIA 2 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 78","Introduction to Aviation Management","3 History and fundamentals of aviation management. Pilot relations to Fixed Base Operators (FBOs).  Overview of aviation human resources; basics of aviation maintenance and risk management. Basic financial management analysis.      Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 91","Aircraft Turbine Engines","3 A study of gas turbine fundamentals, including various gas turbine cycles, components and component efficiency, thrust, specific fuel consumption, duct flow and inlet diffuser, centrifugal and axial compressors, combustion chambers and jet nozzles for aircraft propulsion.      Prerequisite(s):AVIA 43 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 112","Commercial Pilot Ground","3 Material necessary for the FAA requirements leading up to the award of the FAA Commercial Pilot Certificate. Formatted as a ground school and covers the aeronautical knowledge requirements for the Commercial Pilot Knowledge Test.      Prerequisite(s):AVIA 31 , AVIA 42 , and AVIA 91 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 113","Commercial Professional Pilot Part 141 Flight","2 This course covers the FAA requirements leading up to the award of the FAA Commercial Pilot Certificate. The course consists of 58 flight training segments in an FAA approved FAR part 141 flight training program.      Prerequisite(s):FAA Private Pilot Certificate  Corequisite(s):AVIA 112  Grading:Credit/No Credit     Class Schedule|Syllabus Information|University Bookstore","2"
"Aviation","AVIA 114","Certified Flight Instructor Preparation","3 A comprehensive ground school training course to prepare students to teach those seeking Recreational, Private, Commercial pilot certification, and to satisfactorily meet the requirements to pass the FAA Knowledge Exam FAR 61.185(a)(1) - Fundamentals of Instructing and FAR 61.185(a)(2) Flight/Ground Instructor.      Pre/Corequisite(s):AVIA 112  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Aviation","AVIA 116","Aircraft Multi-Engine Land Rating","1 Introduction to the Private and Commercial Aircraft Multi/Engine Land Airman Certification Standard (ACS) to evaluate performance. Designed to provide and prepare aviation students for an aircraft Multi-Engine Land Rating to a Private/Commercial Certificate.      Prerequisite(s):AVIA 2 , AVIA 62 .  Corequisite(s):AVIA 113 .  Grading:Letter graded.     Class Schedule|Syllabus Information|University Bookstore","1"
"Aviation","AVIA 128","Aviation Safety and Security","3 Safety in aviation design, operation, and maintenance; hazardous materials; airport environment issues; security regulations for aviation.      Prerequisite(s):AVIA 1 or AVIA 2 .  Grading:Letter Graded   SustainabilityRelated-SDG 9: Industry, Innovation and Infrastructure Class Schedule|Syllabus Information|University Bookstore","3"
