"course_code","course_name","course_credits"
"ENG 334","ENG 334 - American Multicultural Literature for Children and Young Adults","3 credits"
"ENG 335","ENG 335 - Literature of American Minorities","3 credits"
"ENG 336","ENG 336 - Lesbian, Gay, and Queer Literature","3 credits"
"ENG 337","ENG 337 - Contemporary Black Literature","3 credits"
"ENG 340","ENG 340 - Studies in Drama","3 credits"
"ENG 355","ENG 355 - Teaching English Learners, PK-6","3 credits"
"ENG 360","ENG 360 - Studies in Nonfiction","3 credits"
"ENG 362","ENG 362 - History of the English Language","3 credits"
"ENG 363","ENG 363 - Applied Linguistics","3 credits"
"ENG 364","ENG 364 - Sociolinguistics","3 credits"
"ENG 365","ENG 365 - Teaching English as a Second Language","3 credits"
"ENG 366","ENG 366 - English Grammar and Usage","3 credits"
"ENG 378","ENG 378 - Contemporary Latin American Literature","3 credits"
"ENG 380","ENG 380 - Special Topics in English","1 to 3 credits"
"ENG 382","ENG 382 - Literature and the Environment","3 credits"
"ENG 384","ENG 384 - Literature of War","3 credits"
"ENG 386","ENG 386 - Literary Responses to Death and Dying","3 credits"
"ENG 388","ENG 388 - Emigration and Immigration in Contemporary World Literature","3 credits"
"ENG 390","ENG 390 - Topics in Language and Rhetoric","3 credits"
"ENG 392","ENG 392 - Language and Power","3 credits"
"ENG 399","ENG 399 - Independent Studies","1 to 4 credits"
"ENG 400","ENG 400 - Critical Issues in K-12 Literacy","3 credits"
"ENG 401","ENG 401 - Languages, Literacies, and Cultures","3 credits"
"ENG 436","ENG 436 - Women and Literature","3 credits"
"ENG 440","ENG 440 - Studies in Major Author(s)","3 credits"
"ENG 445","ENG 445 - Studies in Literary Criticism and Theory","3 credits"
"ENG 461","ENG 461 - Language and Gender","3 credits"
"ENG 465","ENG 465 - Teaching Second Language Reading and Writing","3 credits"
"ENG 467","ENG 467 - Language Disorders and English Literacy","3 credits"
"ENG 469","ENG 469 - ESL Teaching Practicum","3 credits"
"ENG 490","ENG 490 - Internship","1 to 3 credits"
"ENG 495","ENG 495 - Language and Literature","3 credits"
"ENG 499","ENG 499 - Advanced Scholarly Writing Project","1 to 3 credits"
"ENG 600","ENG 600 - Graduate Literary Studies Seminar","3 credits"
"ENG 603","ENG 603 - Seminar in British Literature","3 credits"
"ENG 605","ENG 605 - Seminar in American Literature","3 credits"
"ENG 612","ENG 612 - Women Writers","3 credits"
"ENG 614","ENG 614 - Literature of American Ethnic Minorities","3 credits"
"ENG 616","ENG 616 - World Literature in English","3 credits"
"ENG 624","ENG 624 - Genre Studies","3 credits"
"ENG 632","ENG 632 - Summer Invitational Writing Institute","3 credits"
"ENG 633","ENG 633 - Advanced Writing","3 credits"
"ENG 651","ENG 651 - Literary Period Seminar","3 credits"
"ENG 655","ENG 655 - History of Literary Criticism and Theory","3 credits"
"ENG 660","ENG 660 - Principles of Educational Linguistics","3 credits"
"ENG 661","ENG 661 - Author or Topic Seminar","3 credits"
"ENG 662","ENG 662 - Pedagogical Grammar","3 credits"
"ENG 663","ENG 663 - Shakespeare","3 credits"
"ENG 664","ENG 664 - Sociolinguistics and Language Teaching","3 credits"
"ENG 665","ENG 665 - Second Language Acquisition","3 credits"
"ENG 668","ENG 668 - Second Language Assessment","3 credits"
"ENG 669","ENG 669 - Teaching English as an Additional Language (EAL)","3 credits"
"ENG 675","ENG 675 - Second Language Reading and Writing","3 credits"
"ENG 679","ENG 679 - Practicum","3 credits"
"ENG 680","ENG 680 - Special Topics in English","1 to 4 credits"
"ENG 693","ENG 693 - Master's Project","3 credits"
"ENG 695","ENG 695 - Master's Thesis","1 to 3 credits"
"ENG 696","ENG 696 - Continuation of Master's Project or Thesis Research","1 credits"
"ENG 697","ENG 697 - Professional Learning","1 to 3 credits"
"ENG 699","ENG 699 - Independent Study","1 to 3 credits"
"ENS 180","ENS 180 - Special Topics in Environmental Studies","1 to 9 credits"
"ENS 183","ENS 183 - Sustainability as a Lifestyle","1 credits"
"ENS 201","ENS 201 - Introduction to Environmental and Sustainability Studies","3 credits"
"ENS 222","ENS 222 - Social Inquiry and West Michigan Water","3 credits"
"ENS 238","ENS 238 - Polluted, Poisoned, and Pillaged: Exploring Michigan's Waterways Through Time","3 credits"
"ENS 242","ENS 242 - Climate Change in Popular Culture","3 credits"
"ENS 280","ENS 280 - Special Topics in Environmental Studies","1 to 9 credits"
"ENS 300","ENS 300 - Principles of Sustainability","3 credits"
"ENS 301","ENS 301 - Methods for Interdisciplinary Environmental and Sustainability Studies","3 credits"
"ENS 302","ENS 302 - Environmental Justice","3 credits"
"ENS 303","ENS 303 - Introduction to U.S. Environmental Policy","3 credits"
"ENS 305","ENS 305 - Sustainability Assessment and Reporting","3 credits"
"ENS 310","ENS 310 - How the Living Earth Works","3 credits"
"ENS 311","ENS 311 - To Bee or Not to Bee; Honeybees and Social Impact","3 credits"
"ENS 380","ENS 380 - Special Topics in Environmental Studies","1 to 9 credits"
"ENS 381","ENS 381 - Study Abroad in Environmental and Sustainability Studies","3 to 9 credits"
"ENS 392","ENS 392 - Sustainable Agriculture: Ideas and Techniques","3 credits"
"ENS 399","ENS 399 - Independent Readings in Environmental Studies","1 to 3 credits"
"ENS 401","ENS 401 - Environmental Problem Solving","3 credits"
"ENS 412","ENS 412 - Global Climate and Environmental Change","3 credits"
"ENS 490","ENS 490 - Internship","1 to 6 credits"
"ENS 491","ENS 491 - Practicum","1 to 6 credits"
"ENT 150","ENT 150 - Entrepreneurial Quest","3 credits"
"ENT 151","ENT 151 - New Venture Feasibility","3 credits"
"ENT 350","ENT 350 - Entrepreneurial Business Plan","3 credits"
"ENT 351","ENT 351 - Entrepreneurial Project","3 credits"
"ESL 098","ESL 098 - English as a Second Language (ESL): Composition","4 credits"
"EXS 195","EXS 195 - Introduction to Exercise Science","3 credits"
"EXS 200","EXS 200 - Psychosocial Aspects of Exercise and Physical Activity","3 credits"
"EXS 209","EXS 209 - Evidence-Based Practice in Exercise Science","3 credits"
"EXS 210","EXS 210 - The Science of Human Movement and Exercise","3 credits"
"EXS 220","EXS 220 - Exercise Instruction & Leadership","3 credits"
"EXS 320","EXS 320 - Exercise Testing and Prescription","3 credits"
"EXS 321","EXS 321 - Exercise Testing Lab","1 credits"
"EXS 322","EXS 322 - Exercise and Fitness Testing Laboratory","2 credits"
"EXS 330","EXS 330 - Physical Activity and Public Health","3 credits"
"EXS 355","EXS 355 - Essentials of Sport Science","3 credits"
"EXS 360","EXS 360 - Strength and Conditioning for Athletic Performance","3 credits"
"EXS 370","EXS 370 - Exercise and Health Across the Lifespan","3 credits"
"EXS 390","EXS 390 - Fieldwork in Exercise Science","2 credits"
"EXS 400","EXS 400 - Biomechanics of Human Movement","3 credits"
"EXS 404","EXS 404 - Advanced Exercise Physiology","3 credits"
"EXS 420","EXS 420 - Laboratory Practicum in Exercise Science","3 credits"
"EXS 440","EXS 440 - Environmental Exercise Physiology","3 credits"
"EXS 465","EXS 465 - Cardiopulmonary Rehabilitation for the Clinical Exercise Physiologist","3 credits"
"EXS 470","EXS 470 - Exercise for Special Populations","3 credits"
"EXS 490","EXS 490 - Internship in Exercise Science","6, 9, or 12 credits"
"EXS 495","EXS 495 - Professionalism in Exercise Science","3 credits"
"FIN 121","FIN 121 - Managing Your Money In College","1 credits"
"FIN 221","FIN 221 - Personal Finance","3 credits"
"FIN 300","FIN 300 - Fundamentals of Finance for Non-Business Majors","3 credits"
"FIN 301","FIN 301 - Personal Finance: Managing Your Money During a Crisis","1 credits"
"FIN 320","FIN 320 - Managerial Finance","3 credits"
"FIN 321","FIN 321 - Investments","3 credits"
"FIN 322","FIN 322 - Intermediate Managerial Finance","4 credits"
"FIN 330","FIN 330 - Ethics in Finance","3 credits"
"FIN 331","FIN 331 - Risk and Insurance","3 credits"
"FIN 350","FIN 350 - Real Estate Principles","3 credits"
"FIN 380","FIN 380 - Special Topics in Finance","3 credits"
"FIN 420","FIN 420 - Bank Management","3 credits"
"FIN 422","FIN 422 - Advanced Managerial Finance","3 credits"
"FIN 427","FIN 427 - Derivative Assets and Markets","3 credits"
"FIN 428","FIN 428 - Portfolio Management I","3 credits"
"FIN 429","FIN 429 - International Financial Management","3 credits"
"FIN 438","FIN 438 - Portfolio Management II","3 credits"
"FIN 480","FIN 480 - Special Topics in Finance","1 to 9 credits"
"FIN 490","FIN 490 - Finance Internship","1 to 6 credits"
"FIN 499","FIN 499 - Independent Research","1 to 3 credits"
"FIN 520","FIN 520 - Statistics and Mathematics of Finance","3 credits"
"FIN 621","FIN 621 - Financial Policy for Managers","3 credits"
"FIN 624","FIN 624 - Investment and Portfolio Management","3 credits"
"FIN 626","FIN 626 - Advanced Managerial Finance","3 credits"
"FIN 627","FIN 627 - Derivative Assets and Markets","3 credits"
"FIN 629","FIN 629 - International Finance","3 credits"
"FIN 680","FIN 680 - Special Topics in Finance","1 to 3 credits"
"FIN 697","FIN 697 - Professional Learning","1 to 3 credits"
"FIN 699","FIN 699 - Independent Study","1 to 3 credits"
"FIT 100","FIT 100 - Self Defense (R.A.D.) for Women","1 credits"
"FIT 101","FIT 101 - Pilates","1 credits"
"FIT 102","FIT 102 - Personal Self-Defense","1 credits"
"FIT 103","FIT 103 - Tae Kwon Do","1 credits"
"FIT 104","FIT 104 - Recreational Gymnastics","1 credits"
"FIT 105","FIT 105 - Boxing","1 credits"
"FIT 106","FIT 106 - Cardio Kickboxing","1 credits"
"FIT 107","FIT 107 - Tai Chi","1 credits"
"FIT 108","FIT 108 - Yoga Pilates Fusion","1 credits"
"FIT 109","FIT 109 - Yoga","1 credits"
"FIT 111","FIT 111 - Training for a 5K Road Race","1 credits"
"FIT 112","FIT 112 - Core Strength","1 credits"
"FIT 113","FIT 113 - Body Weight Workout","1 credits"
"FIT 114","FIT 114 - Fitness Walking","1 credits"
"FIT 118","FIT 118 - Archery","1 credits"
"FIT 119","FIT 119 - Outdoor Skills","1 credits"
"FIT 120","FIT 120 - Bowling","1 credits"
"FIT 121","FIT 121 - Golf: Fundamental Shots","1 credits"
"FIT 123","FIT 123 - Golf: Shaping Shots","1 credits"
"FIT 124","FIT 124 - Basics of Weight Training","1 credits"
"FIT 125","FIT 125 - Performance Weight Training","1 credits"
"FIT 126","FIT 126 - Conditioning and Flexibility","1 credits"
"FIT 128","FIT 128 - Rock Climbing","1 credits"
"FIT 130","FIT 130 - Volleyball","1 credits"
"FIT 131","FIT 131 - Basketball","1 credits"
"FIT 133","FIT 133 - Softball","1 credits"
"FIT 134","FIT 134 - Soccer","1 credits"
"FIT 135","FIT 135 - Futsal","1 credits"
"FIT 139","FIT 139 - Team Sports","1 credits"
"FIT 140","FIT 140 - Racquetball","1 credits"
"FIT 141","FIT 141 - Pickleball","1 credits"
"FIT 142","FIT 142 - Tennis","1 credits"
"FIT 143","FIT 143 - Core and Spin","1 credits"
"FIT 144","FIT 144 - Badminton","1 credits"
"FIT 145","FIT 145 - Total Body Strength","1 credits"
"FIT 147","FIT 147 - Olympic Weightlifting","1 credits"
"FIT 148","FIT 148 - Indoor Fitness Cycling","1 credits"
"FIT 150","FIT 150 - Swimming: Strokes and Drills","1 credits"
"FIT 151","FIT 151 - Fitness Swimming","1 credits"
"FIT 152","FIT 152 - Rowing","1 credits"
"FIT 153","FIT 153 - Sailing","1 credits"
"FIT 156","FIT 156 - Zumba","1 credits"
"FIT 157","FIT 157 - Belly Dance","1 credits"
"FIT 158","FIT 158 - Scuba - Open Water","1 credits"
"FIT 160","FIT 160 - Jazz Dance","1 credits"
"FIT 164","FIT 164 - Modern and Contemporary Dance","1 credits"
"FIT 166","FIT 166 - Ballet Dance","1 credits"
"FIT 168","FIT 168 - Dance for Fitness","1 credits"
"FIT 178","FIT 178 - Social Partner Dance","1 credits"
"FIT 180","FIT 180 - Selected Topics in Fitness, Skill, and Activity","1 to 9 credits"
"FIT 200","FIT 200 - Physical Activity for Wellness","2 credits"
"FIT 280","FIT 280 - Special Topics in Fitness","1 to 3 credits"
"FRE 101","FRE 101 - Beginning French I: Language and Culture","4 credits"
"FRE 102","FRE 102 - Beginning French II: Language and Culture","4 credits"
"FRE 150","FRE 150 - Accelerated Beginning French I and II: Language and Culture","4 credits"
"FRE 180","FRE 180 - Special Topics in French","1 to 4 credits"
"FRE 201","FRE 201 - Intermediate French I: Language and Culture","4 credits"
"FRE 202","FRE 202 - Intermediate French II: Language and Culture","4 credits"
"FRE 280","FRE 280 - Special Topics in French","1 to 6 credits"
"FRE 315","FRE 315 - French Conversation","3 credits"
"FRE 316","FRE 316 - Advanced French Grammar","3 credits"
"FRE 317","FRE 317 - Writing in French","3 credits"
"FRE 318","FRE 318 - Introduction to French Literature","3 credits"
"FRE 321","FRE 321 - Survey of French Literature I","3 credits"
"FRE 322","FRE 322 - Survey of French Literature II","3 credits"
"FRE 323","FRE 323 - Survey of French Literature III","3 credits"
"FRE 331","FRE 331 - French Phonetics","3 credits"
"FRE 332","FRE 332 - French Unfiltered","3 credits"
"FRE 333","FRE 333 - Theory and Practice of Translation","3 credits"
"FRE 334","FRE 334 - Foreign Language Acquisition and Pedagogy","3 credits"
"FRE 341","FRE 341 - French History and Civilization","3 credits"
"FRE 342","FRE 342 - Contemporary French Culture and Society","3 credits"
"FRE 343","FRE 343 - Francophone Civilization","3 credits"
"FRE 351","FRE 351 - Business French","3 credits"
"FRE 380","FRE 380 - Special Topics in French","1 to 6 credits"
"FRE 385","FRE 385 - French Language","3 credits"
"FRE 386","FRE 386 - French Culture Abroad","3 credits"
"FRE 387","FRE 387 - EUSA Paris-Language","3 credits"
"FRE 388","FRE 388 - EUSA Paris-Internship","3 to 6 credits"
"FRE 395","FRE 395 - Advanced Speaking Strategies and Skills","3 credits"
"FRE 399","FRE 399 - Independent Study","1 to 4 credits"
"FRE 421","FRE 421 - Medieval French Literature","3 credits"
"FRE 422","FRE 422 - Renaissance French Literature","3 credits"
"FRE 423","FRE 423 - 17th Century French Literature","3 credits"
"FRE 424","FRE 424 - 18th Century French Literature","3 credits"
"FRE 425","FRE 425 - French Literature of the 19th Century","3 credits"
"FRE 426","FRE 426 - Modern French Literature","3 credits"
"FRE 427","FRE 427 - Francophone Literatures and Cultures","3 credits"
"FRE 480","FRE 480 - Special Topics in French","1 to 4 credits"
"FRE 495","FRE 495 - Advanced Topics in French (Capstone)","3 credits"
"FRE 499","FRE 499 - Independent Research","1 to 4 credits"
"FVP 123","FVP 123 - Survey of Media Production Modes","3 credits"
"FVP 125","FVP 125 - Media Production I","3 credits"
"FVP 225","FVP 225 - Film Culture","3 credits"
"FVP 226","FVP 226 - Media Production II","3 credits"
"FVP 227","FVP 227 - Post-Production Techniques","3 credits"
"FVP 261","FVP 261 - Scriptwriting I","3 credits"
"FVP 282","FVP 282 - Audio Production I","3 credits"
"FVP 321","FVP 321 - Fiction Filmmaking I","3 credits"
"FVP 322","FVP 322 - Documentary Production I","3 credits"
"FVP 324","FVP 324 - 3-D Computer Animation","3 credits"
"FVP 325","FVP 325 - Animation I","3 credits"
"FVP 326","FVP 326 - New Media I","3 credits"
"FVP 327","FVP 327 - Film and Video Art","3 credits"
"FVP 328","FVP 328 - Intermediate Film Practicum","3 or 6 credits"
"FVP 330","FVP 330 - Digital Postproduction","3 credits"
"FVP 348","FVP 348 - Film Theories","3 credits"
"FVP 362","FVP 362 - Scriptwriting II","3 credits"
"FVP 368","FVP 368 - Lighting for Film and Video Productions","3 credits"
"FVP 370","FVP 370 - American Cinema","3 credits"
"FVP 371","FVP 371 - History of Animation","3 credits"
"FVP 372","FVP 372 - History of Documentary Film","3 credits"
"FVP 373","FVP 373 - Issues of Representation","3 credits"
"FVP 374","FVP 374 - Experimental Film and Video","3 credits"
"FVP 375","FVP 375 - World Cinema","3 credits"
"FVP 376","FVP 376 - Latin American Cinema","3 credits"
"FVP 380","FVP 380 - Special Topics in Film and Video","3 credits"
"FVP 382","FVP 382 - Audio Production II","3 credits"
"FVP 399","FVP 399 - Independent Study","1 to 6 credits"
"FVP 421","FVP 421 - Fiction Filmmaking II","3 credits"
"FVP 422","FVP 422 - Documentary Production II","3 credits"
