course_name,department,college,subject,description
Mechanisms of Tumor Metastasis,CELLBIO 358,FAS,Medical Sciences,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.
Intracellular Signaling Pathways in the Regulation of Cell Growth and Differentiation,CELLBIO 359,FAS,Medical Sciences,
Genetic Control of Apoptosis in Drosophila,CELLBIO 360,FAS,Medical Sciences,
Mechanism and Biology of Ubiquitin-like Protein Conjugation Cascades,CELLBIO 365,FAS,Medical Sciences,
Mitochondria in Aging and Metabolism,CELLBIO 366,FAS,Medical Sciences,
"Mitotic Kinases, Chromatin and Chromosome Segregation",CELLBIO 370,FAS,Medical Sciences,
Nutrient Sensing and Metabolic Control,CELLBIO 371,FAS,Medical Sciences,
Cytoskeletal Dynamics,CELLBIO 372,FAS,Medical Sciences,
Molecular Genetics of Cell Interaction in Development,CELLBIO 373,FAS,Medical Sciences,
Regulation of protein biosynthesis and quality control,CELLBIO 373L,FAS,Medical Sciences,
Cancer Genetics and DNA,CELLBIO 375,FAS,Medical Sciences,
Chemical Approaches to Cell Division and Cancer,CELLBIO 376,FAS,Medical Sciences,
"Cell polarity, organoids, cancer biology and therapeutics",CELLBIO 376L,FAS,Medical Sciences,
Bacterial Toxin Entry and Immunoglobulin Transport in Mucosal Epithelial Cells,CELLBIO 378,FAS,Medical Sciences,
BMP Signaling in Organogenesis,CELLBIO 379,FAS,Medical Sciences,
Cytoskeletal Mechanics of Blood Platelet Production,CELLBIO 380,FAS,Medical Sciences,
Internal and External Sensory Systems,CELLBIO 383,FAS,Medical Sciences,
Epigenetic Mechanisms and Genomic Integrity,CELLBIO 385,FAS,Medical Sciences,
Systemic metabolism and cancer,CELLBIO 386,FAS,Medical Sciences,
Calcium signaling in health and disease,CELLBIO 387,FAS,Medical Sciences,
Membrane: Cytoskeleton Interface in Morphogenesis and Tumorigenesis/Metastasis,CELLBIO 390,FAS,Medical Sciences,
"Computational & systems biology, statistical physics, cancer therapeutics",CELLBIO 392,FAS,Medical Sciences,
Nanocourses,CELLBIO 399,FAS,Medical Sciences,"Students can enroll for 4 credits for every 6 nanocourses completed through the HMS Curriculum Fellows Program. For questions about bundling and applying nanocourse credits,  contact dms_courses@hms.harvard.edu."
Supervised Reading and Research,CELTIC 91R,FAS,Celtic Languages & Literatures,Instruction and direction of reading on topics not treated in regular courses of instruction.
The Origins of Arthur,CELTIC 110,FAS,Celtic Languages & Literatures,"We explore the British Celtic origins of the better-known medieval Arthur of English and French romance. We will be reading, in translation from Latin and Middle Welsh, the earliest surviving texts featuring the figure of Arthur as well as the retinue of the legendary figures, such as Guinevere and Merlin, who are popularly associated with him. We try and get behind the familiar cast of characters, as arguably first found in Geoffrey of Monmouth’s History of the Kings of Britain, and t"
Celtic Mythology,CELTIC 137,FAS,Celtic Languages & Literatures,"Medieval Irish and Welsh texts reflect underlying story patterns, characters, and motifs that are rooted in pre-Christian tradition and in some cases witnessed in the archaeological evidence and in the ethnographic writings of ancient Greek and Roman authors.  We will examine these texts in translation and track the reconstruction of the “pagan past” undertaken by medieval Celtic writers, as well as the new mythologies they developed to suit the evolving ideological agenda of th"
Scotland the Brave: Gaelic Song and Society,CELTIC 188,FAS,Celtic Languages & Literatures,"Scotland the Brave: Gaelic Song and Society An exploration of Scottish Gaelic culture in a time of conflict and drastic change, this course examines authors’ preoccupations and creative impulses in the songs of the sixteenth to nineteenth centuries. Among the most renowned compositions in the Gaelic language, these songs respond poignantly to the transformation of Gaelic society from the ‘clan’ period to the Jacobite Risings, the Highland Clearances, and the Land Wars. Critical is"
Reading and Research,CELTIC 300,FAS,Celtic Languages & Literatures,
Teaching Modern Celtic Languages,CELTIC 302,FAS,Celtic Languages & Literatures,Any graduate student who is teaching a course in any modern Celtic language may register for 8 credits of Celtic 302 with the approval of the course head.
Teaching Celtic Literatures and Culture,CELTIC 303,FAS,Celtic Languages & Literatures,"Any Teaching Fellow in a course offered by the Celtic Department, other than courses in modern Celtic languages, may register for 4 credits of Celtic 303 per .2 teaching, with the approval of the course head(s)."
Teaching in Other Fields,CELTIC 304,FAS,Celtic Languages & Literatures,"Any PhD student in Celtic (or candidate for an Ad Hoc PhD whose home department is Celtic) who serves as Teaching Fellow for a course in another department, or in General Education, may register for 4 credits of Celtic 304 per .2 teaching, with the approval of the Director of Graduate Studies or the student's advisor.  The student may, if he or she prefers, register instead for credits in that department or program's teaching course."
Preparation of Doctoral Dissertation,CELTIC 305,FAS,Celtic Languages & Literatures,
Teaching Colloquium,CELTIC 350A,FAS,Celtic Languages & Literatures,An introduction to the craft of teaching in Celtic languages and literatures and related subject areas. Required of G2 students in Celtic; open to all graduate students in the department.
Intermediate Chaghatay,CHAGATAY 120A,FAS,East Asian Langs & Civ,"A continuation of Chaghatay B. This course aims to develop learners’ reading, transliterating, transcribing, and analyzing skills. Mainly focuses on reading the primary sources materials. These firsthand manuscript passages include selections from different time periods (fourteenth to early twentieth century), different places (both Eastern & Western Turkestan), and different genres (religious, historical, literature, legal, healing and medical etc.).This will provide learners with an"
"Quantum, Statistical, and Computational Foundations of Chemistry",CHEM 10,FAS,Chemistry & Chemical Biology,"An introduction to the fundamental theories of quantum mechanics and statistical mechanics and their role in governing the behavior of matter. The course begins with the quantum behavior of a single electron and develops the elements of the periodic table, the nature of the chemical bond, the bulk electronic and thermal properties of materials, and the thermodynamics of chemical reactions.   Applications include semiconductor electronics, solar energy conversion, medical imaging, and the st"
