"course_code","course_title","department","description","credits","level"
"ARCH 890","Master's Thesis","Architecture (ARCH)","Production of a written thesis under the supervision of a faculty committee selected by student. Prerequisites:grad st; cons advisor; cons chair if taken before final semester. Last Taught:Spring 2025, Spring 2023, Spring 2017, Spring 2015. ","6"," Graduate"
"ARCH 891","Master's Project","Architecture (ARCH)","Production of an independent design project under the supervision of a faculty committee selected by student. Prerequisites:grad st; cons advisor; cons chair if taken before final semester. Last Taught:Spring 2025, Spring 2024, Spring 2023, Fall 2022. ","6"," Graduate"
"ARCH 985","Advanced Research Methods in Architecture","Architecture (ARCH)","Advanced treatment of existing and emerging qualitative and quantitative research and analysis methods, including research designs, scholarly, structural, field, survey, experimental and multivariate methods. Prerequisites:graduate standing. Course Rules:Previously ARCH 585G and ARCH 785. Last Taught:Fall 2018, Spring 2016, Spring 2012, Spring 2011. ","3"," Graduate"
"ARCH 990","Doctoral Dissertation","Architecture (ARCH)","Research toward the completion of the PhD dissertation under the direction of the candidate's dissertation chair and committee. Prerequisites:grad st; admis to candidacy for the PhD; & cons PhD prog comm. Course Rules:May be retaken. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3-12"," Graduate"
"ARCH 991","Doctoral Level Research","Architecture (ARCH)","Research work for doctoral students in Architecture. Prerequisites:grad st; cons instr Course Rules:Retakable to 12 cr max. Last Taught:Fall 2024, Summer 2024, Spring 2024, Fall 2023. ","1-3"," Graduate"
"ARCH 992","Doctoral Level Independent Work","Architecture (ARCH)","Independent study on topics selected in agreement with supervising professor. Prerequisites:grad st; cons instr Course Rules:Retakable to 12 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1-3"," Graduate"
"ART 100","American Art and Culture","Art and Design (ART)","Appreciation of North American art through study of diverse cultural traditions including African-American, Native-American, Latino-American, Asian-American and European-American expressive practices. Prerequisites:none. Course Rules:Not open for cr or enrollment to Art & Art Educ majors. General Education Requirements:A, CD Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 101","Drawing I","Art and Design (ART)","Exploration of drawing materials, methods, concepts and expression based on visual observation. Prerequisites:Art major or minor. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","3"," Undergraduate"
"ART 105","Art & Design Lecture Series","Art and Design (ART)","Introduction to contemporary art and design as presented through artist lecture series; addresses themes of form, function, criticism and audience relative to contemporary art practice.. Prerequisites:none. General Education Requirements:A Last Taught:Spring 2016, Fall 2015, Spring 2015, Fall 2014. ","3"," Undergraduate"
"ART 106","Art Survey: Creative Practice, Culture and Context","Art and Design (ART)","Introduction to the visual arts disciplines and contemporary critical concerns. Course themes investigate inter-relations between technical process and expressive intent. Prerequisites:none. General Education Requirements:A Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 107","Art Explorations:","Art and Design (ART)","Special topic course in Art and Design for non-art majors. Prerequisites:none. Course Rules:May be retaken with change in topic to 6 cr max. Not open to Art & Art Ed majors. General Education Requirements:A Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","3"," Undergraduate"
"ART 108","2D Studio: Concept, Color and Composition","Art and Design (ART)","An introduction to visual problem solving. Organization of the two-dimensional plane using the elements and principles of design. Includes the study of black and white and the basics of color. Prerequisites:none. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 109","3D Studio: Form, Idea and Technique","Art and Design (ART)","An introduction to three-dimensional design through constructed surface and form studies, tool usage and fabrication techniques. Prerequisites:none. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 118","Digital Arts: Culture, Theory, Practice","Art and Design (ART)","Introduction to electronic art and imaging. Focus on historical and cultural contexts, theoretical concepts and studio skills using imaging software. Prerequisites:none. General Education Requirements:A Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 124","Design Survey","Art and Design (ART)","Survey of design disciplines and movements of the 19th, 20th and 21st centuries. Slide lectures include industrial design, architecture, graphic design, and design movements. Prerequisites:none. General Education Requirements:A Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 150","Multicultural America","Art and Design (ART)","Cross-cultural study of U.S. ethnic and racial identities through materials drawn from a variety of media arts practices (e.g. film, photography, new media) with attention to African-, Asian-, Hispanic- and Native American experiences. Prerequisites:none. Course Rules:Cultures and Communities Program course.ART 150andFILM 150are jointly offered and count as repeats of one another. General Education Requirements:A, CD Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","3"," Undergraduate"
"ART 152","Photography Survey","Art and Design (ART)","Survey of photographic processes and movements of the 19th, 20th, and 21st centuries, with emphasis on historical and cultural contexts that shaped the application of the medium. Prerequisites:none General Education Requirements:A Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Undergraduate"
"ART 201","Drawing II","Art and Design (ART)","Expanded development of drawing materials, methods and expression; focus on conceptual and perceptual process. Prerequisites:ART 101(P), and satisfaction of or concurrent enrollment in Math Part A (QL-A) and English Part A (OWC-A); or consent of instructor. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","3"," Undergraduate"
"ART 207","Undergraduate Research Assistantship in Art and Design","Art and Design (ART)","An opportunity for freshmen and sophomores to work collaboratively with an Art and Design faculty member on a specific and sustained research project. Prerequisites:admis to First Year Prog or Art & Design, & cons instr. Course Rules:May be retaken to 6 cr max. Last Taught:Spring 2015, Fall 2014. ","1-3"," Undergraduate"
"ART 208","Color Studio","Art and Design (ART)","Expanded exploration of the art and science of color for studio media; focus on pigment, screen and digital output. Prerequisites:Art 101(P), 108(P); or cons instr. Last Taught:UWinteriM 2015, Summer 2013, Fall 2011, UWinteriM 2011. ","3"," Undergraduate"
"ART 212","Introduction to Creative Technologies: Computer Games and Interactive Art","Art and Design (ART)","Introduction to fundamental concepts/methods in creative technologies within a game design framework. Beginner-friendly practical projects introduce artistic/technical skills in interactive media (3D modeling, visual programming, digital animation) through game development and interactive 3D worlds. Prerequisites:ART 101(P),ART 108(P) orART 109(P),ART 118(P), and satisfaction of or concurrent enrollment in Math Part A (QL-A) and English Part A (OWC-A); or consent of instructor. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 218","Moving Images and Sound in Art & Design","Art and Design (ART)","Introduction to digital and time-based images; including tools in animation, audio, and video production. Prerequisites:satisfaction of or concurrent enrollment in Math Part A (QL-A) and English Part A (OWC-A);ART 101(P),ART 108(P) or 109(P) andART 118(P); or consent of instructor. Last Taught:Fall 2024, Fall 2023, Spring 2023, Fall 2022. ","3"," Undergraduate"
"ART 221","Introduction to Design","Art and Design (ART)","Introduction to computer as design and production tool for graphic design, use software to create graphics, edit images and design complex layouts. Prerequisites:ART 101(P),ART 108(P),ART 109(P),ART 118(P), and satisfaction of or concurrent enrollment in Math Part A (QL-A) and English Part A (OWC-A); or consent of instructor. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 223","Introduction to Typography","Art and Design (ART)","Introduction to the fundamentals of designing with type; emphasis on formal design skills, type history, conceptual problem-solving. Prerequisites:ART 101(P),ART 108(P),ART 109(P), andART 118(P);ART 221(C) orART ED 227(C); satisfaction of or concurrent enrollment in Math Part A (QL-A) and English Part A (OWC-A); or consent of instructor. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ART 224","Dynamic Typography","Art and Design (ART)","Fundamentals of designing with type; emphasis on formal design skills, conceptual problem solving. Focus on screen-based projects and type in motion, some print design. Prerequisites:Art 101(P), 108(P), & 118(P); or pre-Inter-Arts/IAT prog; Math 102(C), or Math 103(C), or Math 105(C), or Math 108(C), or Level 30 on Math Placement Test; or cons instr. Last Taught:Spring 2011, Fall 2010, Fall 2009, Spring 2009. ","3"," Undergraduate"
