"course_code","course_title","department","description","credits"
"CIVE 4653Asphalt","Materials and Mix Design","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3623with minimum grade of ""C"". Description:Principles of asphalt concrete mix design including material characteristics and performance. Evaluation of Superpave mix design methods. Asphalt cements, rubberized asphalt polymer asphalts, emulsions, cutbacks, and aggregates. Laboratory sessions focused on the engineering properties of the materials discussed. May not be used for degree credit withCIVE 5653. Contact hours:Lecture: 2 Lab: 3 Contact: 5 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Civil & Environ. Eng ","3"
"CIVE 4673Concrete","Materials and Mix Design","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3623with minimum grade of ""C."" Description:Principles of concrete mix design, including material characteristics, strength and durability requirements, environmental effects and forensic analysis. ACI and PCA mix design procedures. Laboratory on theoretical and practical aspects of concrete technology. Course is a senior elective. May not be used for degree credit withCIVE 5673. Contact hours:Lecture: 2 Lab: 3 Contact: 5 Levels:Undergraduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Civil & Environ. Eng ","3"
"CIVE 4693Pavement","Design and Analysis","Civil Engineering (CIVE)","Prerequisites:Senior standing and minimum grade of ""C"" inCIVE 3633andCIVE 3623. Description:Principles of pavement design, including stress analyses, load and environmental effects, and material characteristics. AASHTO, PCA and AI methods of pavement design. Computer methods practical aspects of life cycle cost analyses and construction methods. May not be used for degree credit withCIVE 5693. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4711Basic","Soils Testing Laboratory","Civil Engineering (CIVE)","Prerequisites:Non-CIVE majors only,ENSC 2113with minimum grade of ""C"". Description:Laboratory measurements of the physical and mechanical properties of soils; grain size distribution, plasticity, permeability, compaction, compressibility, and shear strength. Contact hours:Lab: 2 Contact: 2 Levels:Undergraduate Schedule types:Lab Department/School:Civil & Environ. Eng ","1"
"CIVE 4723Foundation","Engineering","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3714with minimum grade of ""C."" Description:Types of structural foundations including footings, mats, rafts, piles and drilled shafts. Site characteristics, exploration programs, field data, test results, construction materials and methods as basis for selection of type of foundation and design. Geotechnical design procedures and considerations. Course is a senior elective. May not be used for degree credit withCIVE 5723. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4733Soil","Mechanics","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3714with minimum grade of ""C."" Description:Application of soil mechanics principles and concepts in geotechnical areas of permeability and seepage, settlement analysis, bearing capacity, lateral earth pressures and retaining walls, slope stability, and metastable soils. Course is a senior elective. May not be used for degree credit withCIVE 5713. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4743Project","Engineering and Management","Civil Engineering (CIVE)","Prerequisites:Senior standing and concurrent prerequisiteCIVE 4273with minimum grade of ""C"". Description:Management of the design and construction of civil engineering projects. Topics include owner's study, formation of project teams, design coordination, construction, and project closeout. Course is a senior elective. May not be used for degree credit withCIVE 5143. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4753Engineering","Soil Stabilization","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3714with minimum grade of “C.” Description:Theoretical and practical aspects of engineering soil stabilization as a method for improving and upgrading low quality and unstable soils for engineering purposes. Use of time, fly ash, portland cement, asphalt, and other physical and chemical admixtures. Application of deep foundation stabilization methods such as preloading, deep compaction, injection and reinforcement. Course is a senior elective. May not be used for degree credit withCIVE 5753. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4773Soil-Structure","Interaction","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 3714with minimum grade of “C.” Description:The mechanical interaction effects between soils and structures using suitable engineering procedures such as finite differences and finite element methods. Civil engineering problems where interaction effects are most dominant including grade beams (beams on elastic foundation), axially- and laterally-loaded piles, cantilever, and anchored sheet pile walls. Course is a senior elective. May not be used for degree credit withCIVE 5743. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4833Unit","Operations in Environmental Engineering","Civil Engineering (CIVE)","Prerequisites:Senior standing and minimum grade of ""C"" inCIVE 3813. Description:Fundamental principles of water and wastewater treatment, including basic theory and development of design parameters. Application of these to the design of unit operations and processes in various treatment plants. May not be used for degree credit withCIVE 5843. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4863Advanced","Unit Operations in Environmental Engineering","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 4833with minimum grade of ""C."" Description:Theory and design of advanced physical-chemical water and wastewater treatment processes applied to municipal, industrial, and hazardous waste situations. Course is a senior elective. May not be used for degree credit withCIVE 5863. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4873Air","Pollution Control Engineering","Civil Engineering (CIVE)","Prerequisites:Senior standing andCIVE 4833with minimum grade of ""C."" Description:Causes, effects, and control of atmospheric pollution. Course is a senior elective. May not be used for degree credit withCIVE 5873. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
"CIVE 4883Introduction","to Environmental Modeling","Civil Engineering (CIVE)","Prerequisites:Senior standing and minimum grade of ""C"" inCIVE 3813andCIVE 3833. Description:Intended as an introductory course for senior undergraduate students to the fundamentals of environmental modeling. Develops material necessary to construct models capable of identifying contaminant distributions at future times and space for water and air pollution applications. Advanced topics such as stochastic modeling, ecological risk assessment, neural modeling and spatial statistical analysis among others will be presented according to the backgrounds and interests of the enrolled students. May not be used for degree credit withCIVE 5833andBAE 5343. Contact hours:Lecture: 3 Contact: 3 Levels:Undergraduate Schedule types:Lecture Department/School:Civil & Environ. Eng ","3"
