"course_code","course_name","description","department","credits"
"ART 5550","Letterpress Book Arts","Prereq: Graduate Standing or Permission of InstructorStudents will explore the potential of materials, form, and narrative in relation to letterpress printing and book arts. Traditional and contemporary artists' work will be used to discuss the history of printing, books, and paper. Emphasis will be placed on experimental and creative use of letterpress and book arts, with study of contemporary trends.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5560","Relief Printmaking: Digital/Traditional","Prereq: Graduate Classification or Permission of InstructorIn-depth exploration of digital or traditional design and block cutting processes (computer/laser cutter/CNC router or drawing/chisels) to produce black and white and color relief prints. Use relief printmaking to create a unified body of work. Use relief printmaking to create a unified body of prints from those blocks. Emphasis is on experimental and creative use of printmaking with study of contemporary trends.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5570","Intaglio and Monotype Printmaking: Digital / Traditional","Prereq: Graduate Standing or Permission of InstructorExplore the techniques and aesthetic qualities of black and white and color intaglio printmaking primarily through etching, aquatint, laser-cut plates and collagraph processes. Students will generate imagery through traditional drawing, collage and digital processes. Unique, one-of-a-kind black and white and color prints from Plexiglas will also be introduced. Emphasis is on experimental and creative use of printmaking for artistic expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5580","Lithography: Digital / Traditional","Prereq: Graduate Classification or Permission of InstructorExamine the techniques and aesthetic qualities of lithography primarily through stone lithography and hand-drawn and photographic plates. Students may generate imagery through traditional drawing, collage or digital processes. Emphasis is on experimental and creative use of printmaking for artistic expression. For those taking the course for a second semester, students can choose whether to focus on stone or plate lithography and there will be increased work with color.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5590","Screen Printing","Prereq: Graduate Classification or Permission of InstructorExploration of the potential of materials, form, and different techniques related to screen printing, including, but not limited to: photo emulsion, stencils, rubylith, drawing fluid, screen filler, and screen print monotypes. Traditional and contemporary artists' work will be used to discuss the history of screen printing. Imagery will be created through traditional drawing, collage, photography, as well as digital processes. Emphasis will be placed on experimental and creative use of printmaking, with study of contemporary trends.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5600X","Silk Painting","Prereq: Graduate Standing or Permission of InstructorIntroduction to Chinese silk painting, an art form practiced for over 2,000 years. Gain a comprehensive understanding of silk painting’s history, techniques, and materials. Open to all skill levels. Artistic expression is encouraged through hands-on experience, blending traditional techniques and histories with innovative, contemporary interpretations.
		
		 (Typically Offered:Fall)","Art and Design (ART)","Credits:3"
"ART 5700X","Data, Code And Form","Prereq: Graduate Standing or Permission of InstructorData visualization: strategies, principles, and tools for encoding data in visual art, applied art, and creative industry practices. The aesthetics of encoded data in creative practices. An overview of working with data as artistic and visual communication media including data acquisition, organization, representing, and interacting with data through art and design. Producing data display outputs that include a range of displays from screen to installation.
		
		 (Typically Offered:Fall, Spring, Summer)","Art and Design (ART)","(Dual-listed withART 4700)"
"ART 5710","Graduate Seminar: Professional Practice","Prereq: Graduate enrollment in College of DesignThrough directed readings, individual assignments, guest presentations, local field trips, and group discussions, students learn strategies to create and apply a personalized plan that will guide them toward successful studio practice at all stages of their careers. Topics include professional opportunities and avenues of support available to studio artists, development in preparing visual portfolios, artists statements, and applications for grants, residencies, and exhibitions.
		
		 (Typically Offered:Fall)","Art and Design (ART)","Credits:3"
"ART 5720","Graduate Seminar: Critique and Creative Process","Prereq: Graduate enrollment in College of DesignOngoing weekly critiques and dialog about sources, methods, and progress of studio projects. Graduate students will learn to articulate their ideas from concept to creation. The interaction of students at different levels in a broad spectrum of studio courses will reveal commonalities and connections among the visual arts, accelerating individual creative development.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:3"
"ART 5730","Video Art","Prereq: Graduate standingUsage of professional video editing software and application of best practices for video production and post-production to realize original artworks. Creation of narrative and non-narrative videos and site specific video installations. prominent examples in the history of video art provide context for the coursework. Non-repeatable for graduate students.","Art and Design (ART)","Credits:3"
"ART 5750","Interactive Art","Prereq: Graduate standingCreate software and integrate the sensors required to create interactive artworks, video games, and installations. Prominent examples in the history of interactive art provide context for the coursework.","Art and Design (ART)","Credits:3"
