course_name,department,college,subject,description
Principles of Economics (Macroeconomics),ECON 10B,FAS,Economics,"Ec10b continues the curriculum presented in Ec10a, moving to the study of macroeconomics including the growth of the overall economy, business cycles, and economic crises. Ec10b explains what economists do and do not understand about these issues by developing analytical approaches and examining data, including studying the global financial crisis and the economic crisis caused by COVID-19. The course also explains how policy makers can dampen economic fluctuations using monetary policy (i.e., g"
Using Big Data to Solve Economic and Social Problems,ECON 50,FAS,Economics,"This course will show how ""big data"" can be used to understand and address some of the most important social and economic problems of our time. The course will give students an introduction to frontier research and policy applications in economics and social science in a non-technical manner that does not require prior coursework in Economics or Statistics, making it suitable both for students exploring Economics for the first time and more advanced students. Topics include equality of"
Supervised Reading and Research,ECON 910R,FAS,Economics,Supervised reading--by an economics faculty member--leading to a long term paper on a topic or topics not covered by regular courses.
Tutorial - Sophomore Year,ECON 970,FAS,Economics,A series of seminars taught in small sections focusing on applications of economic theory to real problems.
Tutorial - Microeconomics Theory Review,ECON 975A,FAS,Economics,A thorough review of intermediate microeconomics. This is a junior tutorial.
Tutorial - Macroeconomics Theory Review,ECON 975B,FAS,Economics,A thorough review of intermediate macroeconomics.  This is a junior tutorial.
Field Experiments,ECON 980MM,FAS,Economics,"Field experiments (experiments that take place in real-world settings) are increasingly being used to analyze public policies, make business decisions, and test theories. This class will dive into how to design a field experiment and will use experiments to learn about the research process more generally. We will discuss some of the most exciting recent experimental research as well as how to frame a question so that the research informs policy, when to trust research discussed in the popular pr"
Economic Aspects of Health Policy,ECON 980W,FAS,Economics,"Description: The seminar will focus on policy issues in health economics. We will read papers on an assortment of policy options and formulate frameworks for analyzing their likely impacts on outcomes of interest. Examples  include the analysis of mergers in hospital and insurance markets, the choice of capitation vs fee for service contracts and its impact on cost and quality of care, policy options for health insurance, and the re-structuring of health service providers. Where possible we"
Econ 985: Senior Thesis Research,ECON 985B,FAS,Economics,"Workshop for seniors writing economics theses, taught in classes of approximately 12 students each. Emphasis on choice of research topics, methodology, and writing. Students are required to complete written and oral presentations of their work in progress. Part one of a two-part series; students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit. This seminar is required for economics concentrators writing senior theses. Thesis writer"
Tutorial - Senior Year,ECON 990A,FAS,Economics,For students writing a senior thesis out of sequence. Part one of a two part series.
Economic Growth and the Social Issues of Our Time,ECON 1005,FAS,Economics,"Economic improvement is more than just a matter of economics.  The course explores where economic growth comes from, how it matters in material ways and what indirect consequences – some positive, others negative – it brings for citizens individually and for society.  The course also examines the role of education, both in enhancing an economy’s growth potential and in either mitigating or exacerbating social inequalities.  Approaches taken are mostly economic bu"
