"course_code","course_name","description","department","credits"
"ARCH 566","Research Seminar","The first part of a year-long design-research project, the seminar establishes the information base to be developed into publishable form in the subsequent research studio. Course Information: Field work required.","Architecture (ARCH)","4 hours"
"ARCH 567","Research Studio","Collaborative and individual design-research, in multiple genres, that addresses concerns at the edge of the contemporary discipline and results from a year-long course of study. Course Information: Extensive computer use required. Field work; field trips required at a nominal fee. Prerequisite(s):ARCH 566.","Architecture (ARCH)","6 hours"
"ARCH 573","Architectural Structures I","Introduction to the analysis of elementary structures by quantitative and graphical means; introduction to historical and contemporary structural precedents. Course Information: Previously listed as ARCH 473. Prerequisite(s):ARCH 561.","Architecture (ARCH)","4 hours"
"ARCH 574","Architectural Structures II","Introduction to the design of structural elements and systems in steel, concrete and wood including the application of computer-aided engineering software and approximate methods. Course Information: Previously listed as ARCH 474. Prerequisite(s):ARCH 561or advanced standing into the second year of the three year Master of Architecture program.","Architecture (ARCH)","4 hours"
"ARCH 585","Architectural Theory and History III","Examines the trajectory from the industrial metropolis to the contemporary megalopolis through a survey of the forces that produced it, and the ideologies and practices that have attempted to organize or simulate it. Course Information: Previously listed as ARCH 485.","Architecture (ARCH)","4 hours"
"ARCH 586","Architectural Theory and History IV","An advanced seminar in architectural and urban criticism, theory and history; students choose by lottery into one of several sections with diverse content.","Architecture (ARCH)","4 hours"
"ARCH 587","Pro-seminar I: Design Criticism","Introduction to the methods and styles of design criticism, with specific attention to architectural, urban, landscape, and environmental design disciplines.","Architecture (ARCH)","4 hours"
"ARCH 588","Pro-seminar II: Publication and Graphic Argumentation","Revisits the archive of publications on design to liberate strategies and tactics for use in the present day, as well as to encourage the invention of new forms of evidence through diagramming and projective graphics. Course Information: Prerequisite(s):ARCH 587.","Architecture (ARCH)","4 hours"
"ARCH 589","Writing Tutorial I","Independent research and writing, pursued under the direction of a primary advisor. Course Information: Prerequisite(s): Consent of the instructor.","Architecture (ARCH)","4 hours"
"ARCH 590","Writing Tutorial II","Independent research and writing, pursued under the direction of a primary advisor. Course Information: Prerequisite(s):ARCH 589; and consent of the instructor.","Architecture (ARCH)","4 hours"
"ARCH 591","Architectural Study Abroad","Lectures, seminars, studio and independent travel/study abroad. Architectural design, planning, structures, history and technology. Course Information: May be repeated to a maximum of 34 hours. Previously listed as ARCH 491. Field work required. Prerequisite(s): Completion of at least one year of architectural graduate course work; 3.00 cumulative grade point average in architecture; and approval of the school.","Architecture (ARCH)","0-17 hours"
"ARCH 596","Independent Study for Graduate Students","Individual study. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated to a maximum of 16 hours. Prerequisite(s): Approval of the Department. Restricted to students in the Master of Architecture, Master of Science in Architecture and Master of Arts in Design Criticism degrees. Students must coordinate with faculty
and department in advance to obtain registration approval.","Architecture (ARCH)","1-8 hours"
