subject,level,course_code,course_title,credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,172,Activism through Community Service,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,175B,Educational Leadership and Diversity in and production techniques to inform student analysis,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,173,Dialog across Difference,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,174A,Experiential Learning in Secondary Class- cultural art form intersects with development of social 180W. Orientation to Community Engagement,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,174B,Experiential Learning in Secondary Class- of athletes. Study dissects current (mis)perceptions,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,174C,Experiential Learning in Secondary Class- transformative research in education—public scholar- their portfolio. Letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SA,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SB,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SC,Individual Studies for USIE Facilitators,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,191A-191D,Current Issues in Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,C192A,"Practicum in Intergroup Dialogue Facilita- History M264.) Discussion, three hours. History of ed- choice, cultural literacy, teacher empowerment, and",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,195,Community Internships in Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,217B,Cognitive Development and Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M217C,"Personality Development and Education. Introduction to disciplined inquiry and continuous im- tory factor analysis, multiple-group analysis. S/U or",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,217D,Language Development and Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M217F,Adolescent Development,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,219,Laboratory: Advanced Topics in Research teaching studies and on conceptualization of hypoth- native analytical models. Letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,220A,"Inquiry into Schooling: Organization and ture, four hours; discussion, one hour. Exploration of factor analysis, structural equation models, item re-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,221,Computer Analyses of Empirical Data in Edu- tics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,222A,"Introduction to Qualitative Methods and De- tics. Instruction in SPSS, Stata, and SAS statistical tionship between education and economics, including",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,222B,Participant-Observation Field Methods,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,222C,Qualitative Data Reduction and Analysis,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,222D,Qualitative Inquiry: Special Topics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,223,Procedural Issues in Evaluation,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,250C,Theoretical Frameworks of Higher Education,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,242,"Learning, Culture, and Schooling",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,252B,Educational Enterprise,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,243,Reflections on Methods in Social Sciences,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,C244,Theory and Practice of Intergroup Dialogue: hours. S/U or letter grading. interactive maps). Students become proficient in pro-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,253H,Seminar: Chicanos/Hispanics and Education,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,246A,Decision Analysis and Advanced Computer plications for schooling). S/U or letter grading. 262B. Seminar: Reading,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,248,Seminar: Special Topics in Child Development,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,254,Seminar: History of Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,249,Theories and Methods in Developmental Sci- grading. public policy for higher education requires under-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,255A-255B-255C,Seminars: Special Topics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,250A,"Fundamentals of U.S. Higher Education Sys- Seminar, four hours. S/U or letter grading. and strengthened conventional social sciences theo-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,270,Introduction to Cultural Studies,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,296I,Theory in Educational Inquiry,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,275,Race and Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,276,Contemporary Theories of Writing,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,CM278,Critical Media Literacy and Politics of Gen- search designs as strategies for investigating educa-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,CM278L,Critical Media Literacy and Politics of ticipate in weekly teaching apprentice practicum sem- Tools,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,CM278,Hands-on production experience as integral supportive learning environment where each student ucation technology infrastructure and classroom pre-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,280A,"Seminar: Selected Topics in Special Educa- self-reflection and critical inquiry of own identities, bi- software and multimedia elements. S/U grading",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,281,College Access Seminar,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,284,"Critical Theory in Education: Power, Politics, pirical research in literacy training",1964 to 1969
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,285,Education and Law,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,315B,Elementary Literacy Methods,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,318A,Integrated Methods for Elementary Teachers. teaching methods incorporating language assessment velopment on their care and education. Introduction to,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,318C,Integrated Methods for Elementary Teachers. 330C. Student Teaching,4 to 8
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,319,Mathematics Methods,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,320A-320B-320C,"Secondary Content and Literacy nated school sites with racially, culturally, and linguisti- cultures, and ways to learn about students’ cultures",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,321A,Secondary Content and Literacy Methods in graphic inquiry of local community of their designated and activism. Letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,390A-390B-390C,Colloquium Series: Human Devel- tions of language structure and first and second lan-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,321B,Ethnic Studies Curriculum Development,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,413A,Language and Culture,2 to 4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,413B,Methodology for Primary Language Instruc- one hour. Limited to doctoral students in Educational,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,413C,Culture of Emphasis,2 to 4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,460,Seminar: Special Issues in Evaluation,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,414A,Student Affairs Practice and Theory,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,466,Critical Media Literacy: Teaching Youth to Criti-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,414C,College Student Counseling,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,414E,Administration of Student Affairs,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,416,"Program Development and Planning in Student ulation, computer programming, and group dynamics. 471. Principles of Effective Coaching and Leader-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,419,Introduction to Research in Student Affairs,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,420A,Principles of Curriculum,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,425,Principles for Teaching Exceptional Individuals. and equity. 452B. Requisite: course 452A. Focus on what is your how. Exploration of questions such as,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,473,"Diversity Leadership in Sports and Athletics. ning, project management, effective communication, 499A-499B-499C. Advanced Directed Field Experi-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,482D,Instructional Strategies in Urban Education: 596. Directed Independent Study,1 to 12
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,474,Ethical Issues in Sports,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,475,Mental Health in Athletics and Coaching,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,476,History and Philosophy of Sport and Physical,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,477,"Leadership and Management of Athletic De- learn, to reflect collaboratively on their ongoing TA ex- Asad A. Abidi, PhD",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,1,Undergraduate Seminar,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,100,Electrical and Electronic Circuits,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,2,Physics for Electrical Engineers,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,2H,Physics for Electrical Engineers (Honors),4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,101A,Engineering Electromagnetics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,3,Introduction to Electrical Engineering,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,10,Circuit Theory I.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,10H,Circuit Theory I (Honors),4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,11L,Circuits Laboratory I.,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M16,Logic Design of Digital Systems,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,115B,Analog Electronic Circuits II.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,115C,Digital Electronic Circuits,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,115E,Design Studies in Electronic Circuits,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M116C,Computer Systems Architecture,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M116L,Introductory Digital Design Laboratory,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M119,"Fundamentals of Embedded Networked Sys- site: course 131A. Layered communications architec- tical foundations, regression, classification, kernel",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,121B,Principles of Semiconductor Device Design. and Aerospace Engineering M20. Introduction to nu- networks; practical CNN architectures; deep learning,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,121DA-121DB,Semiconductor Processing and De- equations; conditioning and stability; complexity. In- C247. Letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,149,Foundations of Computer Vision,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M153,"Introduction to Microscale and Nanoscale vanced topics related to projects through lectures and systems design integrating communications, control,",Unknown Credits
