Course Code,Course Title
ECON 3144,Economics of Regulation
ECON 3154,Managerial Economics
ECON 3204,Macroeconomic Theory
ECON 3214,Money and Banking
ECON 3254,Analysis of Economic Data
ECON 3314,Middle East Economics
ECON 3884,"Topics in Philosophy, Politics, and Economics"
ECON 3914,European Economics
ECON 3954,Study Abroad
ECON 4014,Environmental Economics
ECON 4044,Public Economics
ECON 4054,Public Finance
ECON 4074,Labor Economics
ECON 4084,Industry Structure
ECON 4124,Growth and Development
ECON 4135,International Economics
ECON 4136,International Economics
ECON 4144,Economics of China
ECON 4214,Economics of Health Care
ECON 4304,Introduction to Econometric Methods
ECON 4314,Big Data Economics
ECON 4404,Economics of Organizations
ECON 4424,The Theory of Games and Economic Behavior
ECON 4434,Experimental Economics
ECON 4454,Neuroeconomics
ECON 4514,Applied Analysis of Banking and Financial Markets
ECON 4614,R Programming in Economics
ECON 4754,Internship
ECON 4864,Developing Behavioral Science Policies  and  Interventions
ECON 4894,Law and Economics
ECON 4964,Field Study
ECON 4974,Independent Study
ECON 4974H,Independent Study
ECON 4984,Special Study
ECON 4994,Undergraduate Research
ECON 4994H,Undergraduate Research
ECON 5005,"Prices, Markets, and Resource Allocation"
ECON 5006,"Prices, Markets, and Resource Allocation"
ECON 5015,"Theory of Money, Income, Employment, and the Price Level"
ECON 5016,"Theory of Money, Income, Employment, and the Price Level"
ECON 5124,Mathematical Methods in Economics
ECON 5125,Empirical Research Methods in Economics
ECON 5126,Empirical Research Methods in Economics
ECON 5134,Managerial Economics
ECON 5144,Antitrust and Regulation
ECON 5154,Empirical Industrial Organization
ECON 5314G,Advanced Big Data Economics
ECON 5894,Final Examination
ECON 5945,Econometric Theory and Practice
ECON 5946,Econometric Theory and Practice
ECON 5964,Experimental Economics
ECON 5974,Independent Study
ECON 5984,Special Study
ECON 5994,Research and Thesis
ECON 6004,Strategic Behavior
ECON 6014,Behavioral Economic Theory
ECON 6024,Advanced Topics in Econometrics Theory
ECON 6054,Development Economics
ECON 6104,Labor Economics
ECON 6114,Advanced Topics in Labor and Health Economics
ECON 6204,Public Economics
ECON 6404,Industry Structure
ECON 6554,Panel Data Econometrics
ECON 6564,Bayesian Econometric Analysis
ECON 6614,Philosophical Foundations of Econometrics
ECON 6704,Frontiers of Macroeconomic Research
ECON 6984,Special Study
ECON 6994,Research Seminar
ECON 7994,Research and Dissertation
EDCI 1004,Introduction to Teacher Education and Licensure
EDCI 1984,Special Study
EDCI 2004,Exploring the Teaching Profession- Field Studies in Education
EDCI 2414,Design Based Biotechnical Learning
EDCI 2464,Foundations of Social Studies Education
EDCI 2574,Social Foundations of Education
EDCI 2614,The Reading Mind: Learning to read
EDCI 2674,"Language, Culture, and Learning"
EDCI 2984,Special Study
EDCI 3004,Pre-Education Seminar
EDCI 3024,Issues of Schooling in the United States
EDCI 3074,Elementary Curriculum: Methods in Teaching
EDCI 3144,Education of Exceptional Learners
EDCI 3234,Foundations of Reading Instruction (PK-6)
EDCI 3244,"Curriculum  and  Instruction in Elementary Mathematics, PK-3"
EDCI 3254,Elementary Methods in Science
EDCI 3334,Teaching Language Arts in the Elementary Classroom
EDCI 3354,STEM in Elementary Schools
EDCI 3464,Elementary Social Studies Teaching Methods
EDCI 3474,Assessment  and  Diagnosis in Elementary Mathematics Classroom
EDCI 3954,Study Abroad
EDCI 3954G,Study Abroad
EDCI 3964,Field Study
EDCI 3984,Special Study
EDCI 4014,"History Lab: Creative Technologies, Hidden Histories, Informal Learning"
EDCI 4024,Humanizing the K-12 Classroom
EDCI 4074,Culturally Responsive Teaching in the Elementary Classroom
EDCI 4244,Curriculum and Instruction in Middle School Mathematics (4-8)
EDCI 4264,Intro to Reading Instruction for Elementary Students: A Clinical Course
EDCI 4274,Curriculum and Instruction in Middle School Mathematics
EDCI 4454,Engr. Leadership/Mgmt
EDCI 4554,Educating Exceptional Learners
EDCI 4724,Secondary School Teaching Methods I
EDCI 4734,Adolescent Literacy and Reading
EDCI 4744,Secondary School Teaching Methods II
EDCI 4964,Field Study
EDCI 4974,Independent Study
EDCI 4984,Special Study
EDCI 4994,Undergraduate Research
EDCI 5014,The 21st Century Classroom: Elementary Science Methods (PreK-6)
EDCI 5024,The 21st Century Classroom: Elementary Math Methods (PreK-6)
EDCI 5034,The 21st Century Classroom: Literacy Methods in the Elem Classroom (PreK-6)
EDCI 5044,The 21st Century Classroom: Content Literacy in a Global Society (PreK-6)
EDCI 5054,The 21st Century Classroom: Elem Curriculum and Instruction (PreK-6)
EDCI 5104,Schooling in American Society
EDCI 5134,Gender and Education
EDCI 5204,Elem Sch Curriculum
EDCI 5224,Advanced Curriculum  and  Instruction in Elementary  and  Middle Sch Social Studies
EDCI 5244,Advanced Curriculum and Instruction in Elementary and Middle School Science
EDCI 5264,Comprehending Processes and Reading in the Content Areas
EDCI 5274,Curriculum and Instruction in Elementary School Mathematics (Pre-K-3)
EDCI 5284,Curriculum and Instruction in Middle School Mathematics (4-8)
EDCI 5304,Assessment for K-12 Literacy Instruction
EDCI 5324,Literacy Instruction with Diverse Students
EDCI 5364,Technology in the Science Classroom
EDCI 5374,Assessment in K-12 Science Education
EDCI 5384,Foundations of Music Education
EDCI 5394,Culturally Responsive Teaching in Music Education
EDCI 5404,Practicum in Clinical Reading
EDCI 5414,Theory and Practice for Early Literacy Instruction (PK-3)
EDCI 5424,Theory and Practice in Content Literacy Instruction (3-6)
EDCI 5444,Teaching Adolescent Readers
EDCI 5454,Teaching Composition
EDCI 5524,Behavior Management in K-12 Classrooms
EDCI 5544,Foundations of Literacy for Elementary Learners
EDCI 5554,Educating Exceptional Learners Across the Lifespan
EDCI 5556,Reading Specialist Practicum
EDCI 5564,"Literacy Coaching, Supervision, and Leadership"
EDCI 5574,"Current Research, Issues and Trends in Literacy"
EDCI 5604,Assessment and Diagnosis for the Mathematics Classroom
EDCI 5606,Leadership in Mathematics Education
EDCI 5704,Contemporary Issues in Music Education
EDCI 5714,Topics in Mathematics Education
EDCI 5724,Teaching in Middle and Secondary Schools I
EDCI 5734,Critical Analysis of Mathematics Education Research
EDCI 5744,Teaching in Middle and Secondary Schools II
EDCI 5754,Internship in Education
EDCI 5764,Externship in Education
EDCI 5774,Problems in Education
EDCI 5784,Graduate Seminar in Education
EDCI 5804,STEM Education Foundations
EDCI 5814,STEM Education Pedagogy
EDCI 5824,STEM Education Trends &amp; Issues
EDCI 5834,STEM Education Research
EDCI 5844,STEM Education Seminar
EDCI 5854,Biotechnology Literacy By Design
EDCI 5894,Final Examination
EDCI 5904,Project and Report
EDCI 5914,Diversity  and  Multicultural Educ in the Teaching of Engl Language Learners
EDCI 5954,Study Abroad
EDCI 5964,Field Studies in Education
EDCI 5974,Independent Study
EDCI 5984,Special Study
EDCI 5994,Research and Thesis
EDCI 6014,Advanced Topics in Teacher Education Currilculum
EDCI 6024,The Analysis of Educational Concepts
EDCI 6054,Academic Writing for Educational Research
EDCI 6164,Global Citizenship Education
EDCI 6444,Theoretical Frameworks in Education Research
EDCI 6505,Reading Research Seminar
EDCI 6534,Ethnographic Methods in Educational Research
EDCI 6944,Professional Seminar
EDCI 6984,Special Study
EDCI 7754,Internship in Education
EDCI 7964,Field Studies in Education
EDCI 7994,Research and Dissertation
EDCO 2004,Healthy Relationships: Understanding Self and Others
EDCO 2984,Special Study
EDCO 5204,Orientation to Professional Counseling
EDCO 5214,Theories of Counseling  and  Consultation
EDCO 5224,Counseling Techniques
EDCO 5234,Group Counseling
EDCO 5244,Counseling Diverse Populations
EDCO 5254,Career Development and Information Services
EDCO 5264,Appraisal In Counseling
EDCO 5284,Practicum: Counselor Education
EDCO 5344,Systems Counseling
EDCO 5354,Addictions Counseling
EDCO 5364,School Counseling
EDCO 5374,Clinical Mental Health Counseling
EDCO 5424,Life Span Development
EDCO 5514,Counseling Evidence-Based Practices and Research
EDCO 5554,"Crisis Prevention, Preparedness, and Response"
EDCO 5564,Expressive and Experiential Techniques in Counseling
EDCO 5604,Graduate Seminar in Education
EDCO 5614,Internship
EDCO 5954,Study Abroad
EDCO 5974,Independent Study
EDCO 5984,Special Study
EDCO 5994,Research and Thesis
EDCO 6304,Clinical Supervision
EDCO 6324,Professional Counselor Education and Supervision
EDCO 6404,Advanced Counseling Theories and Multicultural Implications
EDCO 6434,Researcher Development in Counselor Education
EDCO 6474,Advanced Practicum
EDCO 6484,Leadership and Advocacy Issues in Counselor Education
EDCO 6524,Doctoral Internship
EDCO 6534,DSM Application in Counseling
EDCO 6984,Special Study
EDCO 7714,Internship in Education
EDCO 7994,Research and Dissertation
EDCT 1474,Computer Information Systems
EDCT 2604,Introduction to Career and Technical Education
EDCT 2964,Field Study
EDCT 3964,Field Study
EDCT 4004,International Trends in Workforce Development
EDCT 4034,Methods of Planning Educational Programs in Agriculture
EDCT 4624,Managing a Career and Technical Education Program
EDCT 4634,Student Assessment in Career and Technical Education
EDCT 4754,Internship in Education
EDCT 4884,Youth Program Management
EDCT 4964,Field Study/Practicum
EDCT 4974,Independent Study
EDCT 4984,Special Study
EDCT 5274,Internship in Business
EDCT 5604,Foundations of Career and Technical Education
EDCT 5614,Curriculum Development in CTE
EDCT 5624,Managing CTE Program
EDCT 5634,Curriculum and Instructional Processes in Career  and  Technical Education
EDCT 5654,Strategies for Teaching Career and Technical Education
EDCT 5684,Advanced Curriculum Development  and  Program Mgmt in Career  and  Technical Educ
EDCT 5754,Internship in Education
EDCT 5784,Graduate Seminar in Education
EDCT 5894,Final Examination
EDCT 5904,Project and Report
EDCT 5954,Study Abroad
EDCT 5964,Field Study
EDCT 5974,Independent Study
EDCT 5984,Special Study
EDCT 5994,Research and Thesis
EDCT 6604,Administrative Leadership for Career and Technical Education
EDCT 6664,Policy Analysis for Education and the Workforce
EDCT 6944,Professional Seminar
EDCT 6984,Special Study
EDCT 7754,Internship in Education
EDCT 7964,Field Studies in Education
EDCT 7994,Research and Dissertation
EDEL 5004,School Personnel Administration and Instructional Supervision
EDEL 5024,School Law
EDEL 5054,Administration of Special-needs Programs
EDEL 5114,Leader and Change in P-12 Educ
EDEL 5134,Curriculum Leadership in P-12 Education
EDEL 5144,Instruction Leadership P-12 Ed
EDEL 5164,Research and Assessment for K-12 Educational Leaders
EDEL 5614,Internship
EDEL 5974,Independent Study
EDEL 5984,Special Study
EDEL 5994,Research and Thesis
EDEL 6004,Theories of Educational Administration
EDEL 6014,Administration of Instructional Programs and Support Services
EDEL 6024,Public School Budgeting
EDEL 6034,Planning Educational Facilities
EDEL 6044,Governance and Policy in Education
EDEL 6104,Literature Reviews in K-12 Educational Leadership
EDEL 6114,Applied Qualitative Research in K-12 Educational Leadership
EDEL 6124,Advanced K-12 School Law
EDEL 6134,Advanced Topics in Public School Finance
EDEL 6254,Legal Aspects of Special Education
EDEL 6914,Problems in Education
EDEL 6924,Professional Seminar
EDEL 7704,Field Studies in Education
EDEL 7714,Internship in Education
EDEL 7994,Research and Dissertation
EDEP 2374,Educational Psychology for PK-12 Teachers
EDEP 2444,Motivating Yourself and Others
EDEP 2984,Special Study
EDEP 3474,Principles and Practices in PK-12 Assessment
EDEP 4984,Special Study
EDEP 5114,Learning and Cognition
EDEP 5154,Psych Foundations for Teachers
EDEP 5184,Sociocultural Influences on Learning and Instruction
EDEP 5894,Final Examination
EDEP 5904,Project and Report
EDEP 5964,Field Studies in Education
EDEP 5974,Independent Study
EDEP 5984,Special Study
EDEP 5994,Research and Thesis
EDEP 6114,Cognitive Processes
EDEP 6224,Constructivism and Education
EDEP 6444,Motivation and Cognition
EDEP 6644,College Teaching
EDEP 7964,Field Studies in Education
EDEP 7994,Research and Dissertation
EDHE 3984,Special Study
EDHE 5105,Assessment in Higher Education Administration
EDHE 5106,Assessment in Higher Education Administration
EDHE 5284,Practicum in Higher Education
EDHE 5304,Introduction to the Student Affairs Profession
EDHE 5314,Theories of College Student Development
EDHE 5334,The American College Student and the College Environment
EDHE 5354,Crisis Management in Higher Education
EDHE 5364,Social Justice Education
EDHE 5604,Graduate Seminar in Education
EDHE 5954,Study Abroad
EDHE 5974,Independent Study
EDHE 5984,Special Study
EDHE 5994,Research and Thesis
EDHE 6044,Governance and Policy in Education
EDHE 6054,College and University Administration
EDHE 6064,Higher Education in the United States
EDHE 6084,Financial Administration in Higher Education
EDHE 6094,Educational Administration Processes and Skills
EDHE 6114,Staffing Practices in Education
EDHE 6274,Higher Education Law
EDHE 6304,Theories of Educational Organizations
EDHE 6404,Higher Education Research Proposal Design
EDHE 6974,Independent Study
EDHE 6984,Special Study
EDHE 7714,Internship in Education
EDHE 7994,Research and Dissertation
EDHL 5894,Final Examination
EDHL 5904,Project and Report
EDHL 5954,Study Abroad
EDHL 5974,Independent Study
EDHL 5984,Special Study
EDHL 5994,Research and Thesis
EDHP 5904,Project and Report
EDHP 5964,Field Studies in Physical Education
EDHP 5974,Independent Study
EDHP 5984,Special Study
EDHP 5994,Research and Thesis
EDHP 7964,Field Studies in Education
EDHP 7994,Research and Dissertation
EDIT 4614,Instructional Technology: Audio-visual and Computer Uses
EDIT 4974,Independent Study
EDIT 4994,Undergraduate Research
EDIT 5154,Theoretical Foundations of Technology-Enhanced Learning
EDIT 5164,Design for Learning
EDIT 5224,Principles of Learning Message Design
EDIT 5234,Introduction to the Learning Sciences
EDIT 5274,Foundations of Instructional Design and Technology
EDIT 5534,Applied Theories of Instructional Design
EDIT 5564,Topics in Instructional Technology Tools  and  Methods
EDIT 5584,Program and Product Evaluation
EDIT 5604,Distance Education
EDIT 5614,Digitally Mediated Learning
EDIT 5624,"Interactive Learning Media, Arts, and Design"
EDIT 5634,Interactive Learning Media Development
EDIT 5654,Instructional Design and Technology Portfolio
EDIT 5754,Internship in Education
EDIT 5764,Externship in Education
EDIT 5774,Problems in Education
EDIT 5784,Graduate Seminar in Education
EDIT 5904,Project and Report
EDIT 5964,Field Studies in Education
EDIT 5974,Independent Study
EDIT 5984,Special Study
EDIT 5994,Research and Thesis
EDIT 6134,Topics in Instructional Design
EDIT 6334,Applied Theories of Learning
EDIT 6654,Research in Instructional Technology
EDIT 6664,Trends and Practices in Instructional Technology
EDIT 6944,Professional Seminar
EDIT 7754,Internship in Education
EDIT 7964,Field Studies in Education
EDIT 7994,Research and Dissertation
EDP 5314,Transformative Triggers in Practice-Based Research
EDP 5324,Tacit Knowledge in Practice-Based Research
EDP 5334,Creativity in Practice-Based Research
EDP 5344,Ecologies of Learning in Practice-Based Research
EDP 5974,Independent Study
EDP 5984,Special Study
EDP 6005,Seminar in Environmental Design  and  Planning
EDP 6984,Special Study
EDP 7994,Research and Dissertation
EDPE 5894,Final Examination
EDPE 5974,Independent Study
EDPE 5994,Research and Thesis
EDRE 5404,Foundations of Educational Research and Evaluation
