"course_code","course_name","course_level","course_hours","course_description"
"EDUC 401","Managing and Organizing Learning Environments","Undergraduate","3 Hours","PR: Admission to the major and a grade of C or better inEDUC 400and PR or CONC:EDUC 410.  Examination of research and practice in organizing and managing school learning environments to produce optimal learning; development of management systems congruent with personal philosophy, research, learner characteristics, and content area."
"EDUC 410","Practicum 3","Undergraduate","2 Hours","PR:EDUC 312with a minimum grade of C-. In this course, students (further referred to as teacher candidates) will be planning and implementing content area instruction, applying different instructional models, instructional technologies, and assessment techniques to small and large groups in an assigned public school site."
"EDUC 411","Practicum 4: Technology Application","Undergraduate","4 Hours","PR or CONC:EDUC 410and (SPED 460or SPED 461). Planning and implementing content area instruction, applying various management, instruction, instructional technologies, and assessment models to small and large drops in an assigned public school site."
"EDUC 414","Promoting Creative Expression in Elementary Classrooms","Undergraduate","3 Hours","PR:EDUC 312.  Includes an examination of creative experiences for children in elementary school, pre-school - grade 6. Topics include the use of the creative arts in learning activities, curriculum development, and instructional strategies."
"EDUC 430","Mathematical Methods - Elementary Teacher","Undergraduate","3 Hours","PR or CONC:EDUC 312.  Students will examine the content and pedagogy appropriate for mathematics instruction in the elementary grades. Emphasis is placed on the current reform movements in mathematics education."
"EDUC 440","Elementary-Early Childhood Science Methods","Undergraduate","3 Hours","PR:EDUC 312.  Provides students with the knowledge, skills and affective qualities needed to be an effective elementary science teacher and be committed to teaching science in the elementary classroom."
"EDUC 450","Issues and Methods for Teaching Elementary Social Studies","Undergraduate","3 Hours","PR or CONC:EDUC 410.  Students examine issues facing social studies education and evaluate and plan lessons and instructional activities that apply learning theory to the philosophy and standards of social studies education for all elementary students."
"EDUC 460","Literacy 1: Exploring & Developing Literacy Foundations","Undergraduate","3 Hours","This course establishes a historical understanding of literacy pedagogy, and creates opportunities for prospective teachers to explore and develop understandings of multiple literacies. It establishes foundational knowledge in scientifically-based literacy practices and provides prospective teachers with a strong foundation in the development of oral language, phonemic awareness, and phonics."
"EDUC 461","Literacy 2: Reading Assessment & Instruction","Undergraduate","3 Hours","PR:EDUC 460with a minimum grade of C-. This course creates opportunities for prospective teachers to explore and develop theoretical and pedagogical foundations for creating learning environments and curricula that support K-5 students’ development of reading. Course topics include the complexities and skills needed for learning to read, the cyclical nature of planning, instruction, and assessments in the classroom, and how to design a child-centered literacy curriculum."
"EDUC 462","Literacy 3: Composing Texts","Undergraduate","3 Hours","PR:EDUC 460andEDUC 461with a minimum grade of C- in each. This course creates opportunities for students to explore multiple theoretical/pedagogical foundations for creating equitable learning environments and writing curriculum. Students will explain how the philosophical stances/frameworks for instruction they choose support diverse K-5 students in constructing identities as writers, who critically engage with the world as they study/question/compose texts using multiple sign systems and modalities for multiple purposes and audiences."
"EDUC 484","Residency/Technology Capstone in Elementary Education","Undergraduate","2 Hours","PR:EDUC 410with a minimum grade of C-. This course is the capstone experience for the Elementary Education program. It includes components that meet state required certification requirements including the submission for Performance Assessment exams required for certification. Students analyze their supervised teaching in an elementary school classroom (pK-6). The weekly seminar includes discussion of topics applicable to the classroom, technology, and analysis of planning, teaching, and assessment."
"EDUC 485","Residency/Technology Capstone in Secondary Education","Undergraduate","3 Hours","PR: C&I 491 with a minimum grade of C-. This course is the capstone experience for the Secondary Education programs. It includes components that meet state required certification requirements including the submission for Performance Assessment exams required for certification. Students analyze their supervised teaching in a middle/high school classroom. The weekly seminar includes discussion of topics applicable to the classroom, technology, and analysis of planning, teaching, and assessment."
"EDUC 498","Honors","Undergraduate","1-3 Hours","PR: Students in honors program and consent by the honors director.  Independent reading, study or research."
"EE 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
