"code","title","credits","department","campus","description"
"BMGT1301","Supervision","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","The role of the supervisor includes managerial functions as applied to leadership, counseling, motivation, and human relations skills."
"BMGT1309","Information and Project Mgmt","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Critical path methods for planning and controlling projects.  Includes time/cost tradeoffs, resource utilization, stochastic considerations, task determination, time management, scheduling management, status reports, budget management, customer service, professional attitude, and project supervision.  Basic computer skills are needed to successfully complete this course."
"BMGT1327","Principles of Management","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Concepts, terminology, principles, theory, and issues that are the substance of the practice of management."
"BMGT1341","Business Ethics","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Discussion of ethical issues, the development of a moral frame of reference, and the need for an awareness of social responsibility in management practices and business activities. Includes ethical corporate responsibility."
"BMGT2303","Prob Solving & Decision Making","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Decision-making and problem-solving processes in organizations utilizing logical and creative problem solving techniques. Application of theory is provided by experiential activities using managerial decision tools."
"BMGT2382","Co-op Business Administration I","3","BMGT - Business Administration and Management, General","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Career-related activities encountered in the student's area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component."
"BMGT2388","Internship: Business & Mgmt","3","BMGT - Business Administration and Management, General","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills, and concepts. A learning plan is developed by the college and the employer."
"BMGTA1309","Information & Project Management I","2","BMGT - Business Administration and Management, General - OLSA","Montgomery, Tomball, ","This is part one of a two-part course and requires completion of both BMGTA 1309 and BMGTB 1309 to receive full credit. Semester I will provide foundational exposure to the critical path methods for planning and controlling projects. Includes time/cost tradeoffs, resource utilization, stochastic considerations, task determination, time management, scheduling management, status reports, budget management, customer service, professional attitude, and project supervision."
"BMGTA1327","Principles of Business Management I","2","BMGT - Business Administration and Management, General - OLSA","Montgomery, Tomball, ","This is part one of a two-part course and requires completion of both BMGTA 1327 and BMGTB 1327 to receive full credit. Semester I will provide foundational exposure to the concepts, terminology, principles, theories, and issues in the field of management."
"BMGTA2303","Problem-Solving & Decision Making I","2","BMGT - Business Administration and Management, General - OLSA","Montgomery, Tomball, ","This is part one of a two-part course and requires completion of both BMGTA 2303 and BMGTB 2303 to receive full credit. Semester I will provide foundational exposure to concepts pertaining to decision-making and problem-solving processes in organizations utilizing logical and creative problem-solving techniques. Application of theory is provided by experiential activities using managerial decision tools."
"BMGTB1309","Information & Project Management II","1","BMGT - Business Administration and Management, General - OLSA","Montgomery, Tomball, ","This is part two of a two-part course and requires completion of both BMGTA 1309 and BMGTB 1309 to receive full credit. Semester II will provide foundational exposure to the critical path methods for planning and controlling projects. Includes time/cost tradeoffs, resource utilization, stochastic considerations, task determination, time management, scheduling management, status reports, budget management, customer service, professional attitude, and project supervision."
