"course_code","course_name","credits","college_name","department","description"
"EEGR 6364","Machine Learning and Pattern Recognition","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6364 CE 6364EESC 6364   This course covers basic concepts and algorithms for pattern recognition and machine learning. Bayesian decision theory, parametric learning, non-parametric learning, linear regression, linear classifiers and support vector machine, kernel methods, data clustering, mixture models, component analysis, multilayer neural networks, and deep learning with convolutional neural networks. Prerequisites: Knowledge of probability and knowledge of MATLAB or C. (3-0) T"
"EEGR 6365","Neural Networks and Deep Learning","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6365   This course covers the fundamentals of neural networks and deep learning. Perceptron, theory, and implementation of neural networks, back-propagation algorithm, theory of deep learning (loss functions, optimization, overfitting, regularization), deep neural networks, convolutional neural networks, autoencoders, sequential modeling, recurrent neural networks, long short-term memory networks, generative adversarial networks, transformers, diffusion models, deep learning applications; and deep learning evaluation. Prerequisites: Knowledge of probability and programming is required. (3-0) Y"
"EEGR 6381","Computational Methods in Engineering","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6381 MECH 6391   Numerical techniques and their applications in engineering. Topics will include: numerical methods of linear algebra, interpolation, solution of nonlinear equations, numerical integration, Monte Carlo methods, numerical solution of ordinary and partial differential equations, and numerical solution of integral equations. Prerequisites: ENGR 2300 and ENGR 3300 or equivalent, and knowledge of a scientific programming language. (3-0) R"
"EEGR 6397","Convex Optimization","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6397   Introduction to convex optimization, with a focus on recognizing and solving convex optimization problems that arise in applications. Convex sets, convex functions, operations preserving convexity, convex optimization problems, quasi-convex, linear, and quadratic optimization, geometric and semi-definite programming, generalized inequalities, vector optimization, the Lagrange dual problem, optimality conditions, sensitivity analysis, applications in approximation and fitting, statistical estimation, and geometric problems, overview of numerical linear algebra, descent methods, Newton's method, handling equality constraints, introduction to interior point methods. (3-0) R"
"EEGR 6V88","Special Topics in Electrical Engineering","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6V88   May be repeated for credit as topics vary (9 semester credit hours maximum). ([1-6]-0) R"
"EEGR 6V98","Thesis","3-9 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6V98   Pass/Fail only. May be repeated for credit. Instructor consent required. ([3-9]-0) S"
"EEGR 7001","Seminar","0 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 7001 CE 7001TE 7001   This course provides graduate students in the ECE Department with a wide spectrum of engineering topics. Students observe seminars offered across the departments in the Erik Jonsson School of Engineering and Computer Science presented by experts in different fields to broaden their knowledge beyond their specific areas of studies or research. Pass/Fail only. May be repeated as topics vary. (0-0) S"
"EEGR 7010","Graduate Internship","0 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 7010 CE 7010TE 7010   Student gains knowledge and skills from work experience in the general field of electrical, computer, or telecommunications engineering. Student must identify a work supervisor and submit specific internship learning objectives at the beginning of the semester. At semester end, student prepares a written report reflecting on the work experience, Student performance is evaluated by the work supervisor. Pass/Fail only. May be repeated as topics vary. Prerequisites: EE or CE or TE major and department consent required. (0-0) S"
"EEGR 8V40","Individual Instruction in Electrical Engineering","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 8V40   Pass/Fail only. May be repeated for credit. Instructor consent required. ([1-6]-0) R"
"EEGR 8V70","Research in Electrical Engineering","1-9 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 8V70   Pass/Fail only. May be repeated for credit. Instructor consent required. ([1-9]-0) R"
"EEGR 8V99","Dissertation","3-9 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 8V99   Pass/Fail only. May be repeated for credit. Instructor consent required. ([3-9]-0) S"
"EEMF 5383","Plasma Technology","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Solid State Devices & Micro Sys Fabric","EEMF 5383 PHYS 5383   Hardware oriented study of useful laboratory plasmas. Topics will include vacuum technology, gas kinetic theory, basic plasma theory and an introduction to the uses of plasmas in various industries. (3-0) T"
