"course_code","course_title","credits","department","level","description"
"COM 5703","International Communication","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","This survey course introduces key concepts, theories, and practices in international communication. Through exploring the dynamics in transnational information flows, students will analyze issues and cases related to global communication. Topics may include media, conflict, religion, entertainment, cultural diversity, technology, democratization, advertising, public relations, and sustainable development within an international context. (FormerlyCOM 5103. Credit cannot be earned for bothCOM 5103andCOM 5703.) Course Fees: GL01 $90; STLF $18.48."
"COM 5713","Special Topics in International Communication","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","The course offers a more focused study of specific contexts in international communication led by faculty with expertise in various subspecialties of the field. It might feature concentration on a particular area of international communication (e.g., international public relations, global health communication, or sustainable development). In general, the course enhances students’ critical thinking of topics of interest to them. Course Fees: GL01 $90; STLF $18.48."
"COM 5803","Intercultural Communication","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","Prerequisite:COM 5103or consent of instructor. This course is an examination of communication dynamics in diverse societies and between different cultural communities. The interactions among communication, culture, and identity are explored within historical and contemporary perspectives. The course includes integration of theory with research and/or practice. (Formerly COM 5823. Same asCOM 5103. Credit can only be earned for one of the following: COM 5823,COM 5103, andCOM 5803.)  Course Fee: GL01 $90; STLF $18.48."
"COM 5813","Special Topics in Intercultural Communication","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","This seminar offers a more focused study of specific contexts in intercultural communication, led by faculty with expertise in various subspecialties of the field. It will focus on significant and timely topics such as identity, language, migration, conflict, or social movements. Course Fees: GL01 $90; STLF $18.48."
"COM 5973","Topics in Communication","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","This course is an intensive study of one or more specific issues in communication. May be repeated for credit when topics vary, but not more than 6 hours will apply to the Master’s degree. Course Fees: GL01 $90; STLF $18.48."
"COM 6933","Directed Readings","(3-0) 3 Credit Hours.","Communication (COM)","Graduate","This course includes reading, research, discussion, and writing under the direction of a member of the graduate faculty. Enables students to explore/prepare an area of specialization for their comprehensive exam, thesis, and/or project. Course Fees: GL01 $90; STLF $18."
"COM 6943","Internship in Communication","(0-0) 3 Credit Hours.","Communication (COM)","Graduate","Prerequisite: Graduate standing and permission in writing (form available) of the instructor and Graduate Advisor of Record. This internship is a supervised experience, relevant to the student’s program of study, within selected organizations. Must be taken on a credit/no-credit basis. Course Fees: GL01 $90; STLF $18."
"COM 6951","Independent Study","(0-0) 1 Credit Hour.","Communication (COM)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) of the instructor and Graduate Advisor of Record.
Independent reading, research, discussion, project development and/or writing under the direction of a faculty member. Intended for specialized work not normally available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. May not be substituted for COM thesis or project courses. Course Fee: GL01 $30; STLF $6.16."
"COM 6953","Independent Study","(0-0) 3 Credit Hours.","Communication (COM)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) of the instructor and Graduate Advisor of Record.
Independent reading, research, discussion, project development and/or writing under the direction of a faculty member. Intended for specialized work not normally available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. May not be substituted for COM thesis or project courses. Course Fee: GL01 $90."
"COM 6961","Comprehensive Examination","(0-0) 1 Credit Hour.","Communication (COM)","Graduate","Prerequisite: Approval of the Graduate Advisor of Record.
Independent study course for the purpose of taking the Comprehensive Examination. May be repeated once. Enrollment is required each term in which the Comprehensive Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Comprehensive Examination) or “NC” (unsatisfactory performance on the Comprehensive Examination). Credit earned inCOM 6961may not be counted in the 36 hours required for the Master’s degree in Communication. Course Fee: GL01 $30."
