"course_code","course_name","credits","college_name","department","description"
"MECH 2120","Mechanics of Materials Laboratory","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2120   Laboratory course. The laboratory introduces techniques for measurements of mechanical properties and data analysis processes. Operation of materials test system to conduct experiments including tension, compression and bending to measure mechanical properties that include Young's modulus, yield strength, stress-strain curve, hardness, and impact energy absorption. Lab fee of $30 required. Corequisite: MECH 2320. (0-3) S"
"MECH 2310","Statics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2310 ENGR 2301   Lecture course. Course material includes vector representations of forces and moments, free body diagrams, equilibrium of particles, center of mass, centroids, distributed load systems, equivalent force systems, equilibrium of rigid bodies, trusses, frames and machines, internal forces in structural members, shear forces and bending moments in beams, friction, area and mass moments of inertia, the principle of virtual work. Prerequisites: MECH 1208 and (PHYS 2325 and PHYS 2125). Prerequisite or Corequisite: MATH 2415 or MATH 2419 or equivalent. (3-0) S"
"MECH 2320","Mechanics of Materials","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2320 ENGR 2332   Lecture course. Introduction to stress and deformation analysis of basic structural elements subjected to axial, torsional, bending, and pressure loads. Prerequisites: (MATH 2415 or MATH 2419 or equivalent) and MECH 2310. Corequisite: MECH 2120. (3-0) S"
"MECH 2330","Dynamics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2330 ENGR 2302   Lecture course. Kinematics and kinetics of particles, planar rigid bodies, three-dimensional rigid bodies and equations of motion. Methods utilizing force and acceleration, work and energy and impulse and momentum are presented. Single degree of freedom vibration systems and simulation tools are introduced. Prerequisite: MECH 2310. Prerequisites or Corequisites: ENGR 2300 and MATH 2420. (3-0) S"
"MECH 2340","Circuits and Applied Electronics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2340   Lecture/laboratory course. The purpose of this course is to give students a general understanding of basic concepts in electronics geared specifically toward application. Course topics include: circuit components and theory (resistors, capacitors, inductors, component networks), power concepts (AC, DC, single and 3-phase), basic microelectronics (semiconductors, diodes, transistors, op-amps, amplifiers), and digital design (number systems, logic circuits, common ICs). This course includes a laboratory component and a team-based final project. Prerequisites: MATH 2420 and PHYS 2326 and MECH 1208. (2-3) Y"
"MECH 2V95","Topics in Mechanical Engineering","1-9 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 2V95   Subject matter will vary from semester to semester. May be repeated for credit as topics vary (9 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Instructor consent required. ([0-9]-[0-9]) R"
"MECH 3105","Computer Aided Design Laboratory","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3105   Laboratory course associated with MECH 3305. Design activities involving CAD tools constitute a major portion of the course. Lab fee of $30 required. Corequisite: MECH 3305. (0-3) S"
"MECH 3115","Fluid Mechanics Laboratory","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3115   Laboratory course associated with MECH 3315. Conduct experiments on various fluid mechanics principles including hydrostatics, pipe flows, aerodynamics, and turbulence. Students need to be able to interpret data using fluid mechanics theories and uncertainty analysis. Lab fee of $30 required. Prerequisite: MECH 3315; it is recommended that the laboratory is taken the next long semester after completion of MECH 3315. (0-3) S"
"MECH 3120","Heat Transfer Laboratory","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3120   Laboratory course associated with MECH 3320. Course emphasis is on experiments related to thermodynamics, heat transfer, and fluid mechanics. Proper experimental methods, data and uncertainty analysis related to thermal and fluids measurements are discussed. Lab fee of $30 required. Prerequisite: MECH 3320; it is recommended that the laboratory is taken the next long semester after completion of MECH 3320. (0-3) S"
"MECH 3150","Kinematics and Dynamics Laboratory","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3150   Laboratory course associated with MECH 3350. Course focuses on performing a team design project of a mechanical system. Lab fee of $30 required. Prerequisite: MECH 3350; it is recommended that the laboratory is taken the next long semester after completion of MECH 3350. (0-3) S"
"MECH 3305","Computer Aided Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3305   Lecture course. Course material includes an introduction to Computer-Aided Design (CAD) tools and their applications to the geometric design and analysis of mechanical components and assemblies. CAD software will be used to generate sketches, curves, surfaces, solids, assemblies, and engineering drawing suitable for different manufacturing processes. Innovative team-oriented projects are integrated into the course. Prerequisites: MECH 1208 and ENGR 2300. Prerequisite or Corequisite: CS 1325 or (CE 1337 or CS 1337). Corequisite: MECH 3105. (3-0) S"
"MECH 3310","Thermodynamics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3310   Lecture course. This course focuses on introductory concepts and definitions of thermodynamics: energy and the first law of thermodynamics; evaluating properties and Ideal gas model; control volume analysis using energy; entropy and the second law of thermodynamics; refrigeration and power systems, Prerequisites: MECH 1208 and ENGR 3300 and PHYS 2325. Prerequisite or Corequisite: CHEM 1311. (3-0) S"
"MECH 3315","Fluid Mechanics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Mechanical Engineering","MECH 3315   Lecture course. In this course, we will study the physics governing the motion of fluids at an introductory level. We will familiarize ourselves with basic concepts in fluid mechanics, such as continuum, velocity field, and vorticity. We will apply the principle of mass conservation and Newton's law to describe the motion of fluids and solve basic engineering problems. After studying simple cases of fluid motion for in-viscid fluids, we will consider viscosity for internal flows (e.g. pipe flows), external flows (airfoils and bluff bodies), and flows with a free surface. Dimensional analysis will also be presented. Prerequisites: MECH 2330 and ENGR 3300. Prerequisite or Corequisite: MECH 3310. (3-0) S"
